concept_code,standard_concept,class_type
N0000000025,C,PK
N0000000027,C,PK
N0000000030,C,PK
N0000000041,C,PK
N0000000042,C,PK
N0000000043,C,PK
N0000000045,C,PK
N0000000046,C,PK
N0000008289,C,PK
