concept_code,standard_concept,class_type
CN000,C,VA
CN200,C,VA
CN201,C,VA
DE000,C,VA
DE800,C,VA
DE820,C,VA
DE900,C,VA
GA000,C,VA
GA200,C,VA
GA203,C,VA
GA204,C,VA
GA208,C,VA
HA000,C,VA
PH000,C,VA
VA000,C,VA
VT000,C,VA
VT800,C,VA
VT801,C,VA
