concept_code_1,relationship_id,relationship_source,relationship_type,concept_code_2
D000074385,Subsumes,DAILYMED,INDIRECT,1372258
D000074385,Subsumes,DAILYMED,INDIRECT,2168421
D000074385,Subsumes,DAILYMED,INDIRECT,2275721
D000074385,Subsumes,DAILYMED,INDIRECT,259266
D000074385,Subsumes,DAILYMED,INDIRECT,285241
D000074385,Subsumes,DAILYMED,INDIRECT,285245
D000074385,Subsumes,DAILYMED,INDIRECT,319823
D000074385,Subsumes,DAILYMED,INDIRECT,33093
D000074385,Subsumes,DAILYMED,INDIRECT,852617
D000074385,Subsumes,DAILYMED,INDIRECT,891652
D000074385,Subsumes,DAILYMED,INDIRECT,895552
D000074385,Subsumes,DAILYMED,INDIRECT,899355
D000074385,Subsumes,DAILYMED,INDIRECT,899420
D000074385,Subsumes,DAILYMED,INDIRECT,899456
D000074385,Subsumes,DAILYMED,INDIRECT,899673
D000074385,Subsumes,DAILYMED,INDIRECT,899724
D000074385,Subsumes,DAILYMED,INDIRECT,899873
D000074385,Subsumes,DAILYMED,INDIRECT,901291
D000074385,Subsumes,DAILYMED,INDIRECT,901313
D000074385,Subsumes,DAILYMED,INDIRECT,901365
D000074385,Subsumes,DAILYMED,INDIRECT,904498
D000074385,Subsumes,DAILYMED,INDIRECT,972480
D000074385,Subsumes,DAILYMED,INDIRECT,974527
D000074385,Subsumes,DAILYMED,INDIRECT,975763
D000076203,Subsumes,DAILYMED,DIRECT,1594965
D000076203,Subsumes,DAILYMED,DIRECT,1993210
D000076203,Subsumes,DAILYMED,DIRECT,2471704
D000076203,Subsumes,DAILYMED,DIRECT,851949
D000076203,Subsumes,DAILYMED,DIRECT,854025
D000076203,Subsumes,DAILYMED,DIRECT,895488
D000076203,Subsumes,DAILYMED,DIRECT,895503
D000076203,Subsumes,DAILYMED,DIRECT,895507
D000076203,Subsumes,DAILYMED,DIRECT,895515
D000076203,Subsumes,DAILYMED,DIRECT,895527
D000076203,Subsumes,DAILYMED,DIRECT,895542
D000080224,Subsumes,DAILYMED,INDIRECT,1315115
D000080224,Subsumes,DAILYMED,INDIRECT,862460
D000080224,Subsumes,DAILYMED,INDIRECT,862475
D000080224,Subsumes,DAILYMED,INDIRECT,892616
D000080224,Subsumes,DAILYMED,INDIRECT,892620
D000080224,Subsumes,DAILYMED,INDIRECT,892665
D000080224,Subsumes,DAILYMED,INDIRECT,904507
D000081004,Subsumes,DAILYMED,INDIRECT,33199
D000089882,Subsumes,DAILYMED,INDIRECT,2708
D000089882,Subsumes,DAILYMED,INDIRECT,8536
D000144,Subsumes,DAILYMED,INDIRECT,1151
D000146,Subsumes,DAILYMED,INDIRECT,18747
D000146,Subsumes,DAILYMED,INDIRECT,32385
D000146,Subsumes,DAILYMED,INDIRECT,52582
D000146,Subsumes,DAILYMED,INDIRECT,9524
D000147,Subsumes,DAILYMED,INDIRECT,7393
D000217,Subsumes,DAILYMED,INDIRECT,1091605
D000324,Subsumes,DAILYMED,DIRECT,2890
D000324,Subsumes,DAILYMED,DIRECT,376
D000418,Subsumes,DAILYMED,INDIRECT,828529
D000438,Subsumes,DAILYMED,INDIRECT,4910
D000469,Subsumes,DAILYMED,DIRECT,1720259
D000470,Subsumes,DAILYMED,INDIRECT,11198
D000470,Subsumes,DAILYMED,INDIRECT,11202
D000470,Subsumes,DAILYMED,INDIRECT,1760
D000470,Subsumes,DAILYMED,INDIRECT,1886
D000470,Subsumes,DAILYMED,INDIRECT,3418
D000470,Subsumes,DAILYMED,INDIRECT,39541
D000470,Subsumes,DAILYMED,INDIRECT,4025
D000470,Subsumes,DAILYMED,INDIRECT,47579
D000470,Subsumes,DAILYMED,INDIRECT,6883
D000470,Subsumes,DAILYMED,INDIRECT,7407
D000470,Subsumes,DAILYMED,INDIRECT,8047
D000470,Subsumes,DAILYMED,INDIRECT,91178
D000475,Subsumes,DAILYMED,INDIRECT,10753
D000475,Subsumes,DAILYMED,INDIRECT,11246
D000475,Subsumes,DAILYMED,INDIRECT,16818
D000475,Subsumes,DAILYMED,INDIRECT,233272
D000475,Subsumes,DAILYMED,INDIRECT,31476
D000475,Subsumes,DAILYMED,INDIRECT,37801
D000475,Subsumes,DAILYMED,INDIRECT,60223
D000475,Subsumes,DAILYMED,INDIRECT,6064
D000475,Subsumes,DAILYMED,INDIRECT,7268
D000475,Subsumes,DAILYMED,INDIRECT,732
D000475,Subsumes,DAILYMED,INDIRECT,7597
D000475,Subsumes,DAILYMED,INDIRECT,81864
D000475,Subsumes,DAILYMED,INDIRECT,83947
D000485,Subsumes,DAILYMED,DIRECT,1006258
D000485,Subsumes,DAILYMED,DIRECT,1006310
D000485,Subsumes,DAILYMED,DIRECT,1006495
D000485,Subsumes,DAILYMED,DIRECT,1006506
D000485,Subsumes,DAILYMED,DIRECT,1006510
D000485,Subsumes,DAILYMED,DIRECT,1010915
D000485,Subsumes,DAILYMED,DIRECT,1010932
D000485,Subsumes,DAILYMED,DIRECT,1010965
D000485,Subsumes,DAILYMED,DIRECT,1011017
D000485,Subsumes,DAILYMED,DIRECT,1011021
D000485,Subsumes,DAILYMED,DIRECT,1011027
D000485,Subsumes,DAILYMED,DIRECT,1011043
D000485,Subsumes,DAILYMED,DIRECT,1011049
D000485,Subsumes,DAILYMED,DIRECT,1011060
D000485,Subsumes,DAILYMED,DIRECT,1011404
D000485,Subsumes,DAILYMED,DIRECT,1011412
D000485,Subsumes,DAILYMED,DIRECT,1011418
D000485,Subsumes,DAILYMED,DIRECT,1011426
D000485,Subsumes,DAILYMED,DIRECT,1011627
D000485,Subsumes,DAILYMED,DIRECT,1012026
D000485,Subsumes,DAILYMED,DIRECT,1012134
D000485,Subsumes,DAILYMED,DIRECT,1013913
D000485,Subsumes,DAILYMED,DIRECT,1013944
D000485,Subsumes,DAILYMED,DIRECT,1014191
D000485,Subsumes,DAILYMED,DIRECT,1014340
D000485,Subsumes,DAILYMED,DIRECT,1014360
D000485,Subsumes,DAILYMED,DIRECT,1014385
D000485,Subsumes,DAILYMED,DIRECT,1014391
D000485,Subsumes,DAILYMED,DIRECT,1014395
D000485,Subsumes,DAILYMED,DIRECT,1014399
D000485,Subsumes,DAILYMED,DIRECT,1014447
D000485,Subsumes,DAILYMED,DIRECT,1014690
D000485,Subsumes,DAILYMED,DIRECT,1014707
D000485,Subsumes,DAILYMED,DIRECT,1014721
D000485,Subsumes,DAILYMED,DIRECT,1014731
D000485,Subsumes,DAILYMED,DIRECT,1014735
D000485,Subsumes,DAILYMED,DIRECT,1014739
D000485,Subsumes,DAILYMED,DIRECT,1014743
D000485,Subsumes,DAILYMED,DIRECT,1014755
D000485,Subsumes,DAILYMED,DIRECT,1014762
D000485,Subsumes,DAILYMED,DIRECT,1014766
D000485,Subsumes,DAILYMED,DIRECT,1014774
D000485,Subsumes,DAILYMED,DIRECT,10517
D000485,Subsumes,DAILYMED,DIRECT,1094116
D000485,Subsumes,DAILYMED,DIRECT,1094193
D000485,Subsumes,DAILYMED,DIRECT,1098118
D000485,Subsumes,DAILYMED,DIRECT,1098130
D000485,Subsumes,DAILYMED,DIRECT,1098183
D000485,Subsumes,DAILYMED,DIRECT,1098189
D000485,Subsumes,DAILYMED,DIRECT,1098200
D000485,Subsumes,DAILYMED,DIRECT,1098232
D000485,Subsumes,DAILYMED,DIRECT,1098257
D000485,Subsumes,DAILYMED,DIRECT,1098353
D000485,Subsumes,DAILYMED,DIRECT,1098455
D000485,Subsumes,DAILYMED,DIRECT,1098619
D000485,Subsumes,DAILYMED,DIRECT,1111024
D000485,Subsumes,DAILYMED,DIRECT,1114345
D000485,Subsumes,DAILYMED,DIRECT,1116977
D000485,Subsumes,DAILYMED,DIRECT,1116979
D000485,Subsumes,DAILYMED,DIRECT,1117083
D000485,Subsumes,DAILYMED,DIRECT,1192729
D000485,Subsumes,DAILYMED,DIRECT,1192968
D000485,Subsumes,DAILYMED,DIRECT,1192987
D000485,Subsumes,DAILYMED,DIRECT,1192992
D000485,Subsumes,DAILYMED,DIRECT,1192997
D000485,Subsumes,DAILYMED,DIRECT,1232604
D000485,Subsumes,DAILYMED,DIRECT,1232637
D000485,Subsumes,DAILYMED,DIRECT,124323
D000485,Subsumes,DAILYMED,DIRECT,125933
D000485,Subsumes,DAILYMED,DIRECT,1294632
D000485,Subsumes,DAILYMED,DIRECT,1297525
D000485,Subsumes,DAILYMED,DIRECT,1297527
D000485,Subsumes,DAILYMED,DIRECT,1297529
D000485,Subsumes,DAILYMED,DIRECT,1297531
D000485,Subsumes,DAILYMED,DIRECT,1297533
D000485,Subsumes,DAILYMED,DIRECT,1297535
D000485,Subsumes,DAILYMED,DIRECT,1297537
D000485,Subsumes,DAILYMED,DIRECT,1299981
D000485,Subsumes,DAILYMED,DIRECT,1305551
D000485,Subsumes,DAILYMED,DIRECT,1305719
D000485,Subsumes,DAILYMED,DIRECT,1305725
D000485,Subsumes,DAILYMED,DIRECT,1306108
D000485,Subsumes,DAILYMED,DIRECT,1306112
D000485,Subsumes,DAILYMED,DIRECT,1306883
D000485,Subsumes,DAILYMED,DIRECT,1306886
D000485,Subsumes,DAILYMED,DIRECT,1306937
D000485,Subsumes,DAILYMED,DIRECT,1307040
D000485,Subsumes,DAILYMED,DIRECT,1307044
D000485,Subsumes,DAILYMED,DIRECT,1307595
D000485,Subsumes,DAILYMED,DIRECT,1307699
D000485,Subsumes,DAILYMED,DIRECT,1307718
D000485,Subsumes,DAILYMED,DIRECT,1309242
D000485,Subsumes,DAILYMED,DIRECT,1309292
D000485,Subsumes,DAILYMED,DIRECT,1309391
D000485,Subsumes,DAILYMED,DIRECT,1309678
D000485,Subsumes,DAILYMED,DIRECT,1310046
D000485,Subsumes,DAILYMED,DIRECT,1310189
D000485,Subsumes,DAILYMED,DIRECT,1310300
D000485,Subsumes,DAILYMED,DIRECT,1310602
D000485,Subsumes,DAILYMED,DIRECT,1311040
D000485,Subsumes,DAILYMED,DIRECT,1311190
D000485,Subsumes,DAILYMED,DIRECT,1311406
D000485,Subsumes,DAILYMED,DIRECT,1311606
D000485,Subsumes,DAILYMED,DIRECT,1311611
D000485,Subsumes,DAILYMED,DIRECT,1311629
D000485,Subsumes,DAILYMED,DIRECT,1313692
D000485,Subsumes,DAILYMED,DIRECT,1314592
D000485,Subsumes,DAILYMED,DIRECT,1314656
D000485,Subsumes,DAILYMED,DIRECT,1314927
D000485,Subsumes,DAILYMED,DIRECT,1315113
D000485,Subsumes,DAILYMED,DIRECT,1315115
D000485,Subsumes,DAILYMED,DIRECT,1315116
D000485,Subsumes,DAILYMED,DIRECT,1315118
D000485,Subsumes,DAILYMED,DIRECT,1315120
D000485,Subsumes,DAILYMED,DIRECT,1315121
D000485,Subsumes,DAILYMED,DIRECT,1315126
D000485,Subsumes,DAILYMED,DIRECT,1330085
D000485,Subsumes,DAILYMED,DIRECT,1346617
D000485,Subsumes,DAILYMED,DIRECT,1352501
D000485,Subsumes,DAILYMED,DIRECT,1353217
D000485,Subsumes,DAILYMED,DIRECT,1353891
D000485,Subsumes,DAILYMED,DIRECT,1354504
D000485,Subsumes,DAILYMED,DIRECT,1358845
D000485,Subsumes,DAILYMED,DIRECT,1358897
D000485,Subsumes,DAILYMED,DIRECT,1362740
D000485,Subsumes,DAILYMED,DIRECT,1362889
D000485,Subsumes,DAILYMED,DIRECT,1362892
D000485,Subsumes,DAILYMED,DIRECT,1362893
D000485,Subsumes,DAILYMED,DIRECT,1362931
D000485,Subsumes,DAILYMED,DIRECT,1363561
D000485,Subsumes,DAILYMED,DIRECT,1363563
D000485,Subsumes,DAILYMED,DIRECT,1363706
D000485,Subsumes,DAILYMED,DIRECT,1363709
D000485,Subsumes,DAILYMED,DIRECT,1363710
D000485,Subsumes,DAILYMED,DIRECT,1363711
D000485,Subsumes,DAILYMED,DIRECT,1363713
D000485,Subsumes,DAILYMED,DIRECT,1364291
D000485,Subsumes,DAILYMED,DIRECT,1364295
D000485,Subsumes,DAILYMED,DIRECT,1367119
D000485,Subsumes,DAILYMED,DIRECT,1367125
D000485,Subsumes,DAILYMED,DIRECT,1368138
D000485,Subsumes,DAILYMED,DIRECT,1368153
D000485,Subsumes,DAILYMED,DIRECT,1368170
D000485,Subsumes,DAILYMED,DIRECT,1368171
D000485,Subsumes,DAILYMED,DIRECT,1368197
D000485,Subsumes,DAILYMED,DIRECT,1368357
D000485,Subsumes,DAILYMED,DIRECT,1368875
D000485,Subsumes,DAILYMED,DIRECT,1368885
D000485,Subsumes,DAILYMED,DIRECT,1370435
D000485,Subsumes,DAILYMED,DIRECT,1370469
D000485,Subsumes,DAILYMED,DIRECT,1370761
D000485,Subsumes,DAILYMED,DIRECT,1370766
D000485,Subsumes,DAILYMED,DIRECT,1370769
D000485,Subsumes,DAILYMED,DIRECT,1370773
D000485,Subsumes,DAILYMED,DIRECT,1370781
D000485,Subsumes,DAILYMED,DIRECT,1370787
D000485,Subsumes,DAILYMED,DIRECT,1372248
D000485,Subsumes,DAILYMED,DIRECT,1372258
D000485,Subsumes,DAILYMED,DIRECT,1373895
D000485,Subsumes,DAILYMED,DIRECT,1399
D000485,Subsumes,DAILYMED,DIRECT,1421430
D000485,Subsumes,DAILYMED,DIRECT,1423924
D000485,Subsumes,DAILYMED,DIRECT,1424865
D000485,Subsumes,DAILYMED,DIRECT,1426332
D000485,Subsumes,DAILYMED,DIRECT,1426364
D000485,Subsumes,DAILYMED,DIRECT,1426396
D000485,Subsumes,DAILYMED,DIRECT,1426437
D000485,Subsumes,DAILYMED,DIRECT,1426478
D000485,Subsumes,DAILYMED,DIRECT,1426481
D000485,Subsumes,DAILYMED,DIRECT,1426632
D000485,Subsumes,DAILYMED,DIRECT,1426773
D000485,Subsumes,DAILYMED,DIRECT,1426912
D000485,Subsumes,DAILYMED,DIRECT,1426921
D000485,Subsumes,DAILYMED,DIRECT,1426942
D000485,Subsumes,DAILYMED,DIRECT,1427044
D000485,Subsumes,DAILYMED,DIRECT,1427059
D000485,Subsumes,DAILYMED,DIRECT,1427134
D000485,Subsumes,DAILYMED,DIRECT,1427136
D000485,Subsumes,DAILYMED,DIRECT,1427189
D000485,Subsumes,DAILYMED,DIRECT,1427192
D000485,Subsumes,DAILYMED,DIRECT,1437222
D000485,Subsumes,DAILYMED,DIRECT,1441543
D000485,Subsumes,DAILYMED,DIRECT,1441652
D000485,Subsumes,DAILYMED,DIRECT,1484937
D000485,Subsumes,DAILYMED,DIRECT,1484974
D000485,Subsumes,DAILYMED,DIRECT,1484979
D000485,Subsumes,DAILYMED,DIRECT,1484980
D000485,Subsumes,DAILYMED,DIRECT,1484981
D000485,Subsumes,DAILYMED,DIRECT,1484982
D000485,Subsumes,DAILYMED,DIRECT,1484983
D000485,Subsumes,DAILYMED,DIRECT,1484984
D000485,Subsumes,DAILYMED,DIRECT,1484985
D000485,Subsumes,DAILYMED,DIRECT,1484986
D000485,Subsumes,DAILYMED,DIRECT,1492174
D000485,Subsumes,DAILYMED,DIRECT,1594963
D000485,Subsumes,DAILYMED,DIRECT,1594964
D000485,Subsumes,DAILYMED,DIRECT,1594965
D000485,Subsumes,DAILYMED,DIRECT,1603849
D000485,Subsumes,DAILYMED,DIRECT,1606480
D000485,Subsumes,DAILYMED,DIRECT,1649134
D000485,Subsumes,DAILYMED,DIRECT,1740937
D000485,Subsumes,DAILYMED,DIRECT,1801702
D000485,Subsumes,DAILYMED,DIRECT,19075
D000485,Subsumes,DAILYMED,DIRECT,1922751
D000485,Subsumes,DAILYMED,DIRECT,1925437
D000485,Subsumes,DAILYMED,DIRECT,1925834
D000485,Subsumes,DAILYMED,DIRECT,1963
D000485,Subsumes,DAILYMED,DIRECT,1986792
D000485,Subsumes,DAILYMED,DIRECT,1992412
D000485,Subsumes,DAILYMED,DIRECT,1993210
D000485,Subsumes,DAILYMED,DIRECT,1993233
D000485,Subsumes,DAILYMED,DIRECT,1996102
D000485,Subsumes,DAILYMED,DIRECT,1997187
D000485,Subsumes,DAILYMED,DIRECT,2043450
D000485,Subsumes,DAILYMED,DIRECT,2043451
D000485,Subsumes,DAILYMED,DIRECT,2057909
D000485,Subsumes,DAILYMED,DIRECT,2101007
D000485,Subsumes,DAILYMED,DIRECT,2101008
D000485,Subsumes,DAILYMED,DIRECT,2101422
D000485,Subsumes,DAILYMED,DIRECT,2101473
D000485,Subsumes,DAILYMED,DIRECT,2101722
D000485,Subsumes,DAILYMED,DIRECT,2102006
D000485,Subsumes,DAILYMED,DIRECT,2102052
D000485,Subsumes,DAILYMED,DIRECT,2102474
D000485,Subsumes,DAILYMED,DIRECT,2102487
D000485,Subsumes,DAILYMED,DIRECT,2102488
D000485,Subsumes,DAILYMED,DIRECT,214355
D000485,Subsumes,DAILYMED,DIRECT,2166591
D000485,Subsumes,DAILYMED,DIRECT,2166593
D000485,Subsumes,DAILYMED,DIRECT,2166596
D000485,Subsumes,DAILYMED,DIRECT,2166614
D000485,Subsumes,DAILYMED,DIRECT,2166616
D000485,Subsumes,DAILYMED,DIRECT,2167548
D000485,Subsumes,DAILYMED,DIRECT,2167551
D000485,Subsumes,DAILYMED,DIRECT,2167695
D000485,Subsumes,DAILYMED,DIRECT,2167819
D000485,Subsumes,DAILYMED,DIRECT,2168418
D000485,Subsumes,DAILYMED,DIRECT,2168421
D000485,Subsumes,DAILYMED,DIRECT,2171260
D000485,Subsumes,DAILYMED,DIRECT,2198984
D000485,Subsumes,DAILYMED,DIRECT,2202946
D000485,Subsumes,DAILYMED,DIRECT,221082
D000485,Subsumes,DAILYMED,DIRECT,2261370
D000485,Subsumes,DAILYMED,DIRECT,2275721
D000485,Subsumes,DAILYMED,DIRECT,235940
D000485,Subsumes,DAILYMED,DIRECT,2369372
D000485,Subsumes,DAILYMED,DIRECT,2407
D000485,Subsumes,DAILYMED,DIRECT,2471704
D000485,Subsumes,DAILYMED,DIRECT,248123
D000485,Subsumes,DAILYMED,DIRECT,2496
D000485,Subsumes,DAILYMED,DIRECT,253172
D000485,Subsumes,DAILYMED,DIRECT,2533912
D000485,Subsumes,DAILYMED,DIRECT,2590183
D000485,Subsumes,DAILYMED,DIRECT,2590185
D000485,Subsumes,DAILYMED,DIRECT,259266
D000485,Subsumes,DAILYMED,DIRECT,259314
D000485,Subsumes,DAILYMED,DIRECT,265647
D000485,Subsumes,DAILYMED,DIRECT,283678
D000485,Subsumes,DAILYMED,DIRECT,285149
D000485,Subsumes,DAILYMED,DIRECT,285219
D000485,Subsumes,DAILYMED,DIRECT,285241
D000485,Subsumes,DAILYMED,DIRECT,285245
D000485,Subsumes,DAILYMED,DIRECT,285251
D000485,Subsumes,DAILYMED,DIRECT,287515
D000485,Subsumes,DAILYMED,DIRECT,29903
D000485,Subsumes,DAILYMED,DIRECT,314324
D000485,Subsumes,DAILYMED,DIRECT,314411
D000485,Subsumes,DAILYMED,DIRECT,314415
D000485,Subsumes,DAILYMED,DIRECT,314443
D000485,Subsumes,DAILYMED,DIRECT,314455
D000485,Subsumes,DAILYMED,DIRECT,314488
D000485,Subsumes,DAILYMED,DIRECT,318224
D000485,Subsumes,DAILYMED,DIRECT,319780
D000485,Subsumes,DAILYMED,DIRECT,319823
D000485,Subsumes,DAILYMED,DIRECT,32941
D000485,Subsumes,DAILYMED,DIRECT,33093
D000485,Subsumes,DAILYMED,DIRECT,33219
D000485,Subsumes,DAILYMED,DIRECT,3339
D000485,Subsumes,DAILYMED,DIRECT,34706
D000485,Subsumes,DAILYMED,DIRECT,349978
D000485,Subsumes,DAILYMED,DIRECT,350141
D000485,Subsumes,DAILYMED,DIRECT,350173
D000485,Subsumes,DAILYMED,DIRECT,4158
D000485,Subsumes,DAILYMED,DIRECT,4186
D000485,Subsumes,DAILYMED,DIRECT,4530
D000485,Subsumes,DAILYMED,DIRECT,466192
D000485,Subsumes,DAILYMED,DIRECT,466195
D000485,Subsumes,DAILYMED,DIRECT,466197
D000485,Subsumes,DAILYMED,DIRECT,466198
D000485,Subsumes,DAILYMED,DIRECT,4910
D000485,Subsumes,DAILYMED,DIRECT,5942
D000485,Subsumes,DAILYMED,DIRECT,813859
D000485,Subsumes,DAILYMED,DIRECT,851732
D000485,Subsumes,DAILYMED,DIRECT,851736
D000485,Subsumes,DAILYMED,DIRECT,851740
D000485,Subsumes,DAILYMED,DIRECT,851744
D000485,Subsumes,DAILYMED,DIRECT,851866
D000485,Subsumes,DAILYMED,DIRECT,851870
D000485,Subsumes,DAILYMED,DIRECT,851874
D000485,Subsumes,DAILYMED,DIRECT,851878
D000485,Subsumes,DAILYMED,DIRECT,851882
D000485,Subsumes,DAILYMED,DIRECT,851890
D000485,Subsumes,DAILYMED,DIRECT,851894
D000485,Subsumes,DAILYMED,DIRECT,851898
D000485,Subsumes,DAILYMED,DIRECT,851902
D000485,Subsumes,DAILYMED,DIRECT,851906
D000485,Subsumes,DAILYMED,DIRECT,851910
D000485,Subsumes,DAILYMED,DIRECT,851914
D000485,Subsumes,DAILYMED,DIRECT,851918
D000485,Subsumes,DAILYMED,DIRECT,851926
D000485,Subsumes,DAILYMED,DIRECT,851930
D000485,Subsumes,DAILYMED,DIRECT,851934
D000485,Subsumes,DAILYMED,DIRECT,851938
D000485,Subsumes,DAILYMED,DIRECT,851942
D000485,Subsumes,DAILYMED,DIRECT,851949
D000485,Subsumes,DAILYMED,DIRECT,851955
D000485,Subsumes,DAILYMED,DIRECT,851969
