concept_code,standard_concept,class_type
D006604,C,CHEM
D006626,C,CHEM
D006629,C,CHEM
D006632,C,CHEM
D006639,C,CHEM
D006649,C,CHEM
D006659,C,CHEM
D006695,C,CHEM
D006718,C,CHEM
D006820,C,CHEM
D006821,C,CHEM
D006830,C,CHEM
D006835,C,CHEM
D006842,C,CHEM
D006845,C,CHEM
D006847,C,CHEM
D006851,C,CHEM
D006853,C,CHEM
D006856,C,CHEM
D006857,C,CHEM
D006858,C,CHEM
D006859,C,CHEM
D006861,C,CHEM
D006862,C,CHEM
D006867,C,CHEM
D006873,C,CHEM
D006877,C,CHEM
D006878,C,CHEM
D006879,C,CHEM
D006882,C,CHEM
D006885,C,CHEM
D006886,C,CHEM
D006887,C,CHEM
D006889,C,CHEM
D006894,C,CHEM
D006895,C,CHEM
D006896,C,CHEM
D006901,C,CHEM
D006908,C,CHEM
D006909,C,CHEM
D006910,C,CHEM
D006912,C,CHEM
D006916,C,CHEM
D006919,C,CHEM
D006921,C,CHEM
D006923,C,CHEM
D006997,C,CHEM
D007028,C,CHEM
D007065,C,CHEM
D007066,C,CHEM
D007069,C,CHEM
D007070,C,CHEM
D007073,C,CHEM
D007074,C,CHEM
D007094,C,CHEM
D007095,C,CHEM
D007096,C,CHEM
D007097,C,CHEM
D007106,C,CHEM
D007127,C,CHEM
D007128,C,CHEM
D007132,C,CHEM
D007135,C,CHEM
D007136,C,CHEM
D007140,C,CHEM
D007141,C,CHEM
D007162,C,CHEM
D007189,C,CHEM
D007190,C,CHEM
D007191,C,CHEM
D007200,C,CHEM
D007203,C,CHEM
D007204,C,CHEM
D007205,C,CHEM
D007208,C,CHEM
D007217,C,CHEM
D007291,C,CHEM
D007292,C,CHEM
D007294,C,CHEM
D007295,C,CHEM
D007301,C,CHEM
D007334,C,CHEM
D007335,C,CHEM
D007336,C,CHEM
D007370,C,CHEM
D007371,C,CHEM
D007372,C,CHEM
D007375,C,CHEM
D007376,C,CHEM
D007377,C,CHEM
D007378,C,CHEM
D007437,C,CHEM
D007444,C,CHEM
D007447,C,CHEM
D007451,C,CHEM
D007452,C,CHEM
D007454,C,CHEM
D007456,C,CHEM
D007457,C,CHEM
D007458,C,CHEM
D007459,C,CHEM
D007462,C,CHEM
D007463,C,CHEM
D007464,C,CHEM
D007466,C,CHEM
D007467,C,CHEM
D007469,C,CHEM
D007472,C,CHEM
D007473,C,CHEM
D007479,C,CHEM
D007480,C,CHEM
D007481,C,CHEM
D007482,C,CHEM
D007483,C,CHEM
D007485,C,CHEM
D007486,C,CHEM
D007487,C,CHEM
D007488,C,CHEM
D007490,C,CHEM
D007495,C,CHEM
D007501,C,CHEM
D007505,C,CHEM
D007513,C,CHEM
D007519,C,CHEM
D007527,C,CHEM
D007528,C,CHEM
D007529,C,CHEM
D007530,C,CHEM
D007531,C,CHEM
D007532,C,CHEM
D007538,C,CHEM
D007539,C,CHEM
D007542,C,CHEM
D007545,C,CHEM
D007547,C,CHEM
D007548,C,CHEM
D007556,C,CHEM
D007559,C,CHEM
D007605,C,CHEM
D007610,C,CHEM
D007611,C,CHEM
D007612,C,CHEM
D007616,C,CHEM
D007618,C,CHEM
D007648,C,CHEM
D007649,C,CHEM
D007650,C,CHEM
D007651,C,CHEM
D007656,C,CHEM
D007657,C,CHEM
D007661,C,CHEM
D007664,C,CHEM
D007665,C,CHEM
D007666,C,CHEM
D007692,C,CHEM
D007701,C,CHEM
D007705,C,CHEM
D007741,C,CHEM
D007773,C,CHEM
D007781,C,CHEM
D007782,C,CHEM
D007784,C,CHEM
D007785,C,CHEM
D007792,C,CHEM
D007799,C,CHEM
D007809,C,CHEM
D007810,C,CHEM
D007811,C,CHEM
D007832,C,CHEM
D007840,C,CHEM
D007848,C,CHEM
D007850,C,CHEM
D007851,C,CHEM
D007854,C,CHEM
D007933,C,CHEM
D007977,C,CHEM
D007978,C,CHEM
D007980,C,CHEM
D007981,C,CHEM
D007982,C,CHEM
D007986,C,CHEM
D007987,C,CHEM
D008012,C,CHEM
D008013,C,CHEM
D008041,C,CHEM
D008042,C,CHEM
D008043,C,CHEM
D008049,C,CHEM
D008050,C,CHEM
D008063,C,CHEM
D008070,C,CHEM
D008074,C,CHEM
D008086,C,CHEM
D008090,C,CHEM
D008094,C,CHEM
D008110,C,CHEM
D008120,C,CHEM
D008127,C,CHEM
D008130,C,CHEM
D008139,C,CHEM
D008140,C,CHEM
D008187,C,CHEM
D008190,C,CHEM
D008194,C,CHEM
D008222,C,CHEM
D008234,C,CHEM
D008236,C,CHEM
D008239,C,CHEM
D008246,C,CHEM
D008272,C,CHEM
D008274,C,CHEM
D008276,C,CHEM
D008277,C,CHEM
D008278,C,CHEM
D008293,C,CHEM
D008294,C,CHEM
D008298,C,CHEM
D008299,C,CHEM
D008314,C,CHEM
D008315,C,CHEM
D008320,C,CHEM
D008333,C,CHEM
D008345,C,CHEM
D008351,C,CHEM
D008358,C,CHEM
D008387,C,CHEM
D008453,C,CHEM
D008454,C,CHEM
D008463,C,CHEM
D008464,C,CHEM
D008466,C,CHEM
D008468,C,CHEM
D008472,C,CHEM
D008520,C,CHEM
D008524,C,CHEM
D008525,C,CHEM
D008528,C,CHEM
D008529,C,CHEM
D008536,C,CHEM
D008550,C,CHEM
D008552,C,CHEM
D008559,C,CHEM
D008562,C,CHEM
D008563,C,CHEM
D008565,C,CHEM
D008596,C,CHEM
D008610,C,CHEM
D008615,C,CHEM
D008616,C,CHEM
D008617,C,CHEM
D008618,C,CHEM
D008619,C,CHEM
D008620,C,CHEM
D008621,C,CHEM
D008622,C,CHEM
D008624,C,CHEM
D008625,C,CHEM
D008627,C,CHEM
D008628,C,CHEM
D008634,C,CHEM
D008652,C,CHEM
D008655,C,CHEM
D008656,C,CHEM
D008665,C,CHEM
D008666,C,CHEM
D008667,C,CHEM
D008671,C,CHEM
D008673,C,CHEM
D008674,C,CHEM
D008680,C,CHEM
D008687,C,CHEM
D008688,C,CHEM
D008689,C,CHEM
D008690,C,CHEM
D008692,C,CHEM
D008694,C,CHEM
D008695,C,CHEM
D008696,C,CHEM
D008698,C,CHEM
D008701,C,CHEM
D008702,C,CHEM
D008704,C,CHEM
D008709,C,CHEM
D008710,C,CHEM
D008711,C,CHEM
D008712,C,CHEM
D008713,C,CHEM
D008715,C,CHEM
D008721,C,CHEM
D008723,C,CHEM
D008728,C,CHEM
D008729,C,CHEM
D008730,C,CHEM
D008733,C,CHEM
D008735,C,CHEM
D008737,C,CHEM
D008738,C,CHEM
D008742,C,CHEM
D008747,C,CHEM
D008750,C,CHEM
D008752,C,CHEM
D008757,C,CHEM
D008759,C,CHEM
D008768,C,CHEM
D008771,C,CHEM
D008775,C,CHEM
D008776,C,CHEM
D008777,C,CHEM
D008781,C,CHEM
D008782,C,CHEM
D008787,C,CHEM
D008788,C,CHEM
D008793,C,CHEM
D008797,C,CHEM
D008798,C,CHEM
D008801,C,CHEM
D008802,C,CHEM
D008803,C,CHEM
D008879,C,CHEM
D008899,C,CHEM
D008903,C,CHEM
D008911,C,CHEM
D008914,C,CHEM
D008926,C,CHEM
D008927,C,CHEM
D008937,C,CHEM
D008942,C,CHEM
D008972,C,CHEM
D008978,C,CHEM
D008981,C,CHEM
D008982,C,CHEM
D008985,C,CHEM
D008997,C,CHEM
D009005,C,CHEM
D009015,C,CHEM
D009025,C,CHEM
D009070,C,CHEM
D009074,C,CHEM
D009077,C,CHEM
D009088,C,CHEM
D009113,C,CHEM
D009173,C,CHEM
D009183,C,CHEM
D009195,C,CHEM
D009226,C,CHEM
D009227,C,CHEM
D009241,C,CHEM
D009243,C,CHEM
D009248,C,CHEM
D009254,C,CHEM
D009257,C,CHEM
D009266,C,CHEM
D009268,C,CHEM
D009270,C,CHEM
D009271,C,CHEM
D009277,C,CHEM
D009278,C,CHEM
D009282,C,CHEM
D009284,C,CHEM
D009285,C,CHEM
D009287,C,CHEM
D009328,C,CHEM
D009340,C,CHEM
D009354,C,CHEM
D009355,C,CHEM
D009356,C,CHEM
D009363,C,CHEM
D009388,C,CHEM
D009414,C,CHEM
D009419,C,CHEM
D009428,C,CHEM
D009438,C,CHEM
D009479,C,CHEM
D009525,C,CHEM
D009526,C,CHEM
D009528,C,CHEM
D009529,C,CHEM
D009530,C,CHEM
D009532,C,CHEM
D009534,C,CHEM
D009536,C,CHEM
D009538,C,CHEM
D009539,C,CHEM
D009540,C,CHEM
D009543,C,CHEM
D009544,C,CHEM
D009545,C,CHEM
D009547,C,CHEM
D009550,C,CHEM
D009552,C,CHEM
D009553,C,CHEM
D009554,C,CHEM
D009556,C,CHEM
D009557,C,CHEM
D009567,C,CHEM
D009568,C,CHEM
D009569,C,CHEM
D009571,C,CHEM
D009578,C,CHEM
D009579,C,CHEM
D009582,C,CHEM
D009583,C,CHEM
D009584,C,CHEM
D009589,C,CHEM
D009595,C,CHEM
D009596,C,CHEM
D009599,C,CHEM
D009600,C,CHEM
D009609,C,CHEM
D009627,C,CHEM
D009636,C,CHEM
D009637,C,CHEM
D009638,C,CHEM
D009639,C,CHEM
D009640,C,CHEM
D009641,C,CHEM
D009643,C,CHEM
D009644,C,CHEM
D009645,C,CHEM
D009649,C,CHEM
D009652,C,CHEM
D009653,C,CHEM
D009655,C,CHEM
D009662,C,CHEM
D009665,C,CHEM
D009675,C,CHEM
D009676,C,CHEM
D009677,C,CHEM
D009687,C,CHEM
D009696,C,CHEM
D009698,C,CHEM
D009700,C,CHEM
D009711,C,CHEM
D009712,C,CHEM
D009756,C,CHEM
D009757,C,CHEM
D009761,C,CHEM
D009764,C,CHEM
D009768,C,CHEM
D009822,C,CHEM
D009828,C,CHEM
D009829,C,CHEM
D009841,C,CHEM
D009844,C,CHEM
D009853,C,CHEM
D009856,C,CHEM
D009888,C,CHEM
D009892,C,CHEM
D009921,C,CHEM
D009941,C,CHEM
D009944,C,CHEM
D009946,C,CHEM
D009947,C,CHEM
D009950,C,CHEM
D009951,C,CHEM
D009952,C,CHEM
D009963,C,CHEM
D009966,C,CHEM
D009992,C,CHEM
D010042,C,CHEM
D010047,C,CHEM
D010068,C,CHEM
D010069,C,CHEM
D010070,C,CHEM
D010071,C,CHEM
D010072,C,CHEM
D010073,C,CHEM
D010074,C,CHEM
D010079,C,CHEM
D010087,C,CHEM
D010088,C,CHEM
D010093,C,CHEM
D010096,C,CHEM
D010098,C,CHEM
D010099,C,CHEM
D010100,C,CHEM
D010109,C,CHEM
D010110,C,CHEM
D010111,C,CHEM
D010113,C,CHEM
D010114,C,CHEM
D010115,C,CHEM
D010118,C,CHEM
D010121,C,CHEM
D010126,C,CHEM
D010130,C,CHEM
D010131,C,CHEM
D010136,C,CHEM
D010165,C,CHEM
D010168,C,CHEM
D010169,C,CHEM
D010184,C,CHEM
D010194,C,CHEM
D010197,C,CHEM
D010204,C,CHEM
D010205,C,CHEM
D010206,C,CHEM
D010208,C,CHEM
D010232,C,CHEM
D010248,C,CHEM
D010261,C,CHEM
D010281,C,CHEM
D010303,C,CHEM
D010368,C,CHEM
D010394,C,CHEM
D010395,C,CHEM
D010397,C,CHEM
D010401,C,CHEM
D010402,C,CHEM
D010404,C,CHEM
D010417,C,CHEM
D010418,C,CHEM
D010419,C,CHEM
D010420,C,CHEM
D010423,C,CHEM
D010424,C,CHEM
D010426,C,CHEM
D010429,C,CHEM
D010430,C,CHEM
D010433,C,CHEM
D010434,C,CHEM
D010446,C,CHEM
D010447,C,CHEM
D010450,C,CHEM
D010461,C,CHEM
D010463,C,CHEM
D010464,C,CHEM
D010472,C,CHEM
D010479,C,CHEM
D010480,C,CHEM
D010544,C,CHEM
D010545,C,CHEM
D010566,C,CHEM
D010567,C,CHEM
D010569,C,CHEM
D010577,C,CHEM
D010578,C,CHEM
D010615,C,CHEM
D010617,C,CHEM
D010618,C,CHEM
D010619,C,CHEM
D010620,C,CHEM
D010621,C,CHEM
D010626,C,CHEM
D010629,C,CHEM
D010630,C,CHEM
D010632,C,CHEM
D010633,C,CHEM
D010635,C,CHEM
D010637,C,CHEM
D010638,C,CHEM
D010642,C,CHEM
D010643,C,CHEM
D010644,C,CHEM
D010645,C,CHEM
D010646,C,CHEM
D010650,C,CHEM
D010653,C,CHEM
D010654,C,CHEM
D010655,C,CHEM
D010656,C,CHEM
D010659,C,CHEM
D010662,C,CHEM
D010663,C,CHEM
D010665,C,CHEM
D010671,C,CHEM
D010693,C,CHEM
D010695,C,CHEM
D010696,C,CHEM
D010697,C,CHEM
D010712,C,CHEM
D010713,C,CHEM
D010714,C,CHEM
D010715,C,CHEM
D010716,C,CHEM
D010720,C,CHEM
D010721,C,CHEM
D010743,C,CHEM
D010744,C,CHEM
D010746,C,CHEM
D010755,C,CHEM
D010757,C,CHEM
D010758,C,CHEM
D010759,C,CHEM
D010761,C,CHEM
D010767,C,CHEM
D010770,C,CHEM
D010793,C,CHEM
D010795,C,CHEM
D010797,C,CHEM
D010830,C,CHEM
D010832,C,CHEM
D010833,C,CHEM
D010836,C,CHEM
D010837,C,CHEM
D010840,C,CHEM
D010847,C,CHEM
D010848,C,CHEM
D010851,C,CHEM
D010852,C,CHEM
D010862,C,CHEM
D010866,C,CHEM
D010869,C,CHEM
D010875,C,CHEM
D010876,C,CHEM
D010878,C,CHEM
D010882,C,CHEM
D010885,C,CHEM
D010889,C,CHEM
D010890,C,CHEM
D010891,C,CHEM
D010892,C,CHEM
D010905,C,CHEM
D010906,C,CHEM
D010907,C,CHEM
D010908,C,CHEM
D010909,C,CHEM
D010917,C,CHEM
D010918,C,CHEM
D010936,C,CHEM
D010940,C,CHEM
D010958,C,CHEM
D010959,C,CHEM
D010960,C,CHEM
D010969,C,CHEM
D010982,C,CHEM
D010984,C,CHEM
D011005,C,CHEM
D011033,C,CHEM
D011034,C,CHEM
D011060,C,CHEM
D011073,C,CHEM
D011089,C,CHEM
D011091,C,CHEM
D011095,C,CHEM
D011097,C,CHEM
D011099,C,CHEM
D011100,C,CHEM
D011109,C,CHEM
D011112,C,CHEM
D011113,C,CHEM
D011119,C,CHEM
D011122,C,CHEM
D011133,C,CHEM
D011135,C,CHEM
D011137,C,CHEM
D011138,C,CHEM
D011139,C,CHEM
D011142,C,CHEM
D011145,C,CHEM
D011189,C,CHEM
D011190,C,CHEM
D011192,C,CHEM
D011193,C,CHEM
D011195,C,CHEM
D011196,C,CHEM
D011205,C,CHEM
D011206,C,CHEM
D011217,C,CHEM
D011219,C,CHEM
D011220,C,CHEM
D011221,C,CHEM
D011222,C,CHEM
D011223,C,CHEM
D011224,C,CHEM
D011238,C,CHEM
D011239,C,CHEM
D011246,C,CHEM
D011277,C,CHEM
D011280,C,CHEM
D011281,C,CHEM
D011284,C,CHEM
D011298,C,CHEM
D011299,C,CHEM
D011318,C,CHEM
D011319,C,CHEM
D011324,C,CHEM
D011333,C,CHEM
D011341,C,CHEM
D011343,C,CHEM
D011345,C,CHEM
D011352,C,CHEM
D011370,C,CHEM
D011374,C,CHEM
D011377,C,CHEM
D011388,C,CHEM
D011395,C,CHEM
D011397,C,CHEM
D011398,C,CHEM
D011407,C,CHEM
D011410,C,CHEM
D011413,C,CHEM
D011420,C,CHEM
D011429,C,CHEM
D011430,C,CHEM
D011431,C,CHEM
D011435,C,CHEM
D011440,C,CHEM
D011441,C,CHEM
D011442,C,CHEM
D011458,C,CHEM
D011459,C,CHEM
D011460,C,CHEM
D011461,C,CHEM
D011464,C,CHEM
D011465,C,CHEM
D011479,C,CHEM
D011486,C,CHEM
D011494,C,CHEM
D011498,C,CHEM
D011505,C,CHEM
D011509,C,CHEM
D011515,C,CHEM
D011516,C,CHEM
D011526,C,CHEM
D011620,C,CHEM
D011623,C,CHEM
D011685,C,CHEM
D011700,C,CHEM
D011715,C,CHEM
D011716,C,CHEM
D011717,C,CHEM
D011718,C,CHEM
D011721,C,CHEM
D011722,C,CHEM
D011724,C,CHEM
D011726,C,CHEM
D011727,C,CHEM
D011729,C,CHEM
D011730,C,CHEM
D011732,C,CHEM
D011736,C,CHEM
D011738,C,CHEM
D011739,C,CHEM
D011742,C,CHEM
D011746,C,CHEM
D011748,C,CHEM
D011756,C,CHEM
D011760,C,CHEM
D011761,C,CHEM
D011765,C,CHEM
D011773,C,CHEM
D011774,C,CHEM
D011794,C,CHEM
D011800,C,CHEM
D011801,C,CHEM
D011806,C,CHEM
D011813,C,CHEM
D011883,C,CHEM
D011887,C,CHEM
D011929,C,CHEM
D011946,C,CHEM
D011948,C,CHEM
D011956,C,CHEM
D011961,C,CHEM
D011971,C,CHEM
D011993,C,CHEM
D011994,C,CHEM
D012085,C,CHEM
D012116,C,CHEM
D012117,C,CHEM
D012118,C,CHEM
D012172,C,CHEM
D012191,C,CHEM
D012210,C,CHEM
D012211,C,CHEM
D012235,C,CHEM
D012238,C,CHEM
D012256,C,CHEM
D012265,C,CHEM
D012266,C,CHEM
D012277,C,CHEM
D012299,C,CHEM
D012312,C,CHEM
D012313,C,CHEM
D012370,C,CHEM
D012382,C,CHEM
D012385,C,CHEM
D012394,C,CHEM
D012395,C,CHEM
D012402,C,CHEM
D012406,C,CHEM
D012408,C,CHEM
D012413,C,CHEM
D012414,C,CHEM
D012428,C,CHEM
D012431,C,CHEM
D012436,C,CHEM
D012439,C,CHEM
D012450,C,CHEM
D012451,C,CHEM
D012457,C,CHEM
D012458,C,CHEM
D012460,C,CHEM
D012493,C,CHEM
D012500,C,CHEM
D012502,C,CHEM
D012503,C,CHEM
D012504,C,CHEM
D012521,C,CHEM
D012538,C,CHEM
D012596,C,CHEM
D012601,C,CHEM
D012602,C,CHEM
D012631,C,CHEM
D012633,C,CHEM
D012642,C,CHEM
D012643,C,CHEM
D012645,C,CHEM
D012663,C,CHEM
D012664,C,CHEM
D012676,C,CHEM
D012694,C,CHEM
D012697,C,CHEM
D012701,C,CHEM
D012709,C,CHEM
D012710,C,CHEM
D012712,C,CHEM
D012715,C,CHEM
D012717,C,CHEM
D012721,C,CHEM
D012765,C,CHEM
D012794,C,CHEM
D012821,C,CHEM
D012822,C,CHEM
D012824,C,CHEM
D012825,C,CHEM
D012828,C,CHEM
D012833,C,CHEM
D012835,C,CHEM
D012836,C,CHEM
D012837,C,CHEM
D012838,C,CHEM
D012841,C,CHEM
D012844,C,CHEM
D012853,C,CHEM
D012855,C,CHEM
D012862,C,CHEM
D012906,C,CHEM
D012910,C,CHEM
D012964,C,CHEM
D012965,C,CHEM
D012967,C,CHEM
D012968,C,CHEM
D012969,C,CHEM
D012970,C,CHEM
D012971,C,CHEM
D012972,C,CHEM
D012973,C,CHEM
D012974,C,CHEM
D012975,C,CHEM
D012976,C,CHEM
D012977,C,CHEM
D012978,C,CHEM
D012979,C,CHEM
D012980,C,CHEM
D012981,C,CHEM
D012992,C,CHEM
D013002,C,CHEM
D013004,C,CHEM
D013006,C,CHEM
D013007,C,CHEM
D013011,C,CHEM
D013012,C,CHEM
D013024,C,CHEM
D013095,C,CHEM
D013096,C,CHEM
D013107,C,CHEM
D013110,C,CHEM
D013111,C,CHEM
D013113,C,CHEM
D013150,C,CHEM
D013185,C,CHEM
D013196,C,CHEM
D013197,C,CHEM
D013213,C,CHEM
D013228,C,CHEM
D013229,C,CHEM
D013258,C,CHEM
D013259,C,CHEM
D013260,C,CHEM
D013261,C,CHEM
D013265,C,CHEM
D013267,C,CHEM
D013300,C,CHEM
D013307,C,CHEM
D013311,C,CHEM
D013324,C,CHEM
D013325,C,CHEM
D013326,C,CHEM
D013328,C,CHEM
D013331,C,CHEM
D013343,C,CHEM
D013381,C,CHEM
D013387,C,CHEM
D013388,C,CHEM
D013392,C,CHEM
D013395,C,CHEM
D013400,C,CHEM
D013403,C,CHEM
D013407,C,CHEM
D013408,C,CHEM
D013409,C,CHEM
D013410,C,CHEM
D013411,C,CHEM
D013412,C,CHEM
D013413,C,CHEM
D013414,C,CHEM
D013415,C,CHEM
D013416,C,CHEM
D013418,C,CHEM
D013419,C,CHEM
D013420,C,CHEM
D013421,C,CHEM
D013423,C,CHEM
D013427,C,CHEM
D013428,C,CHEM
D013429,C,CHEM
D013431,C,CHEM
D013432,C,CHEM
D013441,C,CHEM
D013442,C,CHEM
D013443,C,CHEM
D013444,C,CHEM
D013448,C,CHEM
D013451,C,CHEM
D013454,C,CHEM
D013455,C,CHEM
D013456,C,CHEM
D013458,C,CHEM
D013459,C,CHEM
D013461,C,CHEM
D013463,C,CHEM
D013464,C,CHEM
D013469,C,CHEM
D013482,C,CHEM
D013498,C,CHEM
D013549,C,CHEM
D013558,C,CHEM
D013578,C,CHEM
D013619,C,CHEM
D013626,C,CHEM
D013627,C,CHEM
D013629,C,CHEM
D013634,C,CHEM
D013635,C,CHEM
D013644,C,CHEM
D013645,C,CHEM
D013654,C,CHEM
D013656,C,CHEM
D013657,C,CHEM
D013667,C,CHEM
D013669,C,CHEM
D013670,C,CHEM
D013671,C,CHEM
D013691,C,CHEM
D013693,C,CHEM
D013713,C,CHEM
D013721,C,CHEM
D013725,C,CHEM
D013726,C,CHEM
D013738,C,CHEM
D013739,C,CHEM
D013744,C,CHEM
D013745,C,CHEM
D013748,C,CHEM
D013757,C,CHEM
D013759,C,CHEM
D013763,C,CHEM
D013792,C,CHEM
D013793,C,CHEM
D013827,C,CHEM
D013830,C,CHEM
D013831,C,CHEM
D013835,C,CHEM
D013839,C,CHEM
D013840,C,CHEM
D013841,C,CHEM
D013845,C,CHEM
D013846,C,CHEM
D013847,C,CHEM
D013849,C,CHEM
D013852,C,CHEM
D013858,C,CHEM
D013861,C,CHEM
D013864,C,CHEM
D013865,C,CHEM
D013866,C,CHEM
D013870,C,CHEM
D013871,C,CHEM
D013873,C,CHEM
D013874,C,CHEM
D013876,C,CHEM
D013883,C,CHEM
D013885,C,CHEM
D013888,C,CHEM
D013889,C,CHEM
D013890,C,CHEM
D013892,C,CHEM
D013910,C,CHEM
D013912,C,CHEM
D013917,C,CHEM
D013926,C,CHEM
D013932,C,CHEM
D013935,C,CHEM
D013941,C,CHEM
D013943,C,CHEM
D013946,C,CHEM
D013947,C,CHEM
D013948,C,CHEM
D013949,C,CHEM
D013951,C,CHEM
D013954,C,CHEM
D013962,C,CHEM
D013963,C,CHEM
D013970,C,CHEM
D013972,C,CHEM
D013973,C,CHEM
D013974,C,CHEM
D013982,C,CHEM
D013988,C,CHEM
D013992,C,CHEM
D013993,C,CHEM
D013999,C,CHEM
D014001,C,CHEM
D014002,C,CHEM
D014011,C,CHEM
D014014,C,CHEM
D014020,C,CHEM
D014025,C,CHEM
D014031,C,CHEM
D014042,C,CHEM
D014043,C,CHEM
D014044,C,CHEM
D014047,C,CHEM
D014048,C,CHEM
D014049,C,CHEM
D014050,C,CHEM
D014052,C,CHEM
D014105,C,CHEM
D014117,C,CHEM
D014118,C,CHEM
D014121,C,CHEM
D014144,C,CHEM
D014148,C,CHEM
D014166,C,CHEM
D014192,C,CHEM
D014196,C,CHEM
D014199,C,CHEM
D014204,C,CHEM
D014212,C,CHEM
D014215,C,CHEM
D014216,C,CHEM
D014221,C,CHEM
D014222,C,CHEM
D014226,C,CHEM
D014227,C,CHEM
D014233,C,CHEM
D014236,C,CHEM
D014237,C,CHEM
D014238,C,CHEM
D014241,C,CHEM
D014260,C,CHEM
D014266,C,CHEM
D014268,C,CHEM
D014271,C,CHEM
D014272,C,CHEM
D014273,C,CHEM
D014280,C,CHEM
D014282,C,CHEM
D014283,C,CHEM
D014284,C,CHEM
D014287,C,CHEM
D014290,C,CHEM
D014291,C,CHEM
D014292,C,CHEM
D014293,C,CHEM
D014294,C,CHEM
D014297,C,CHEM
D014304,C,CHEM
D014306,C,CHEM
D014307,C,CHEM
D014309,C,CHEM
D014311,C,CHEM
D014312,C,CHEM
D014315,C,CHEM
D014320,C,CHEM
D014325,C,CHEM
D014331,C,CHEM
D014334,C,CHEM
D014343,C,CHEM
D014357,C,CHEM
D014364,C,CHEM
D014373,C,CHEM
D014403,C,CHEM
D014405,C,CHEM
D014414,C,CHEM
D014425,C,CHEM
D014436,C,CHEM
D014441,C,CHEM
D014443,C,CHEM
D014449,C,CHEM
D014451,C,CHEM
D014468,C,CHEM
D014476,C,CHEM
D014494,C,CHEM
D014499,C,CHEM
D014500,C,CHEM
D014501,C,CHEM
D014502,C,CHEM
D014503,C,CHEM
D014520,C,CHEM
D014527,C,CHEM
D014529,C,CHEM
D014542,C,CHEM
D014568,C,CHEM
D014574,C,CHEM
D014580,C,CHEM
D014612,C,CHEM
D014635,C,CHEM
D014638,C,CHEM
D014639,C,CHEM
D014640,C,CHEM
D014641,C,CHEM
D014660,C,CHEM
D014667,C,CHEM
D014668,C,CHEM
D014673,C,CHEM
D014688,C,CHEM
D014704,C,CHEM
D014740,C,CHEM
D014745,C,CHEM
D014747,C,CHEM
D014748,C,CHEM
D014749,C,CHEM
D014750,C,CHEM
D014751,C,CHEM
D014752,C,CHEM
D014753,C,CHEM
D014757,C,CHEM
D014759,C,CHEM
D014760,C,CHEM
D014764,C,CHEM
D014765,C,CHEM
D014769,C,CHEM
D014801,C,CHEM
D014805,C,CHEM
D014810,C,CHEM
D014812,C,CHEM
D014841,C,CHEM
D014862,C,CHEM
D014867,C,CHEM
D014885,C,CHEM
D014966,C,CHEM
D014971,C,CHEM
D014975,C,CHEM
D014978,C,CHEM
D014979,C,CHEM
D014980,C,CHEM
D014988,C,CHEM
D014991,C,CHEM
D014992,C,CHEM
D014993,C,CHEM
D014994,C,CHEM
D015018,C,CHEM
D015019,C,CHEM
D015025,C,CHEM
D015026,C,CHEM
D015028,C,CHEM
D015029,C,CHEM
D015032,C,CHEM
D015034,C,CHEM
D015040,C,CHEM
D015041,C,CHEM
D015060,C,CHEM
D015062,C,CHEM
D015065,C,CHEM
D015068,C,CHEM
D015080,C,CHEM
D015084,C,CHEM
D015091,C,CHEM
D015103,C,CHEM
D015107,C,CHEM
D015118,C,CHEM
D015119,C,CHEM
D015125,C,CHEM
D015215,C,CHEM
D015232,C,CHEM
D015237,C,CHEM
D015242,C,CHEM
D015244,C,CHEM
D015250,C,CHEM
D015251,C,CHEM
D015255,C,CHEM
D015282,C,CHEM
D015283,C,CHEM
D015292,C,CHEM
D015296,C,CHEM
D015310,C,CHEM
D015311,C,CHEM
D015313,C,CHEM
D015317,C,CHEM
D015365,C,CHEM
D015366,C,CHEM
D015377,C,CHEM
D015378,C,CHEM
D015387,C,CHEM
D015415,C,CHEM
D015474,C,CHEM
D015488,C,CHEM
D015513,C,CHEM
D015525,C,CHEM
D015570,C,CHEM
D015572,C,CHEM
D015575,C,CHEM
D015609,C,CHEM
D015636,C,CHEM
D015643,C,CHEM
D015644,C,CHEM
D015645,C,CHEM
D015649,C,CHEM
D015678,C,CHEM
D015686,C,CHEM
D015700,C,CHEM
D015703,C,CHEM
D015735,C,CHEM
D015738,C,CHEM
D015742,C,CHEM
D015760,C,CHEM
D015761,C,CHEM
D015762,C,CHEM
D015765,C,CHEM
D015766,C,CHEM
D015773,C,CHEM
D015774,C,CHEM
D015778,C,CHEM
D015780,C,CHEM
D015784,C,CHEM
D015790,C,CHEM
D015843,C,CHEM
D015846,C,CHEM
D015847,C,CHEM
D015848,C,CHEM
D015850,C,CHEM
D015851,C,CHEM
D015942,C,CHEM
D015951,C,CHEM
D016047,C,CHEM
D016178,C,CHEM
D016179,C,CHEM
D016190,C,CHEM
D016207,C,CHEM
D016209,C,CHEM
D016210,C,CHEM
D016212,C,CHEM
D016215,C,CHEM
D016220,C,CHEM
D016227,C,CHEM
D016255,C,CHEM
D016264,C,CHEM
D016282,C,CHEM
D016284,C,CHEM
D016285,C,CHEM
D016293,C,CHEM
D016298,C,CHEM
D016305,C,CHEM
D016316,C,CHEM
D016326,C,CHEM
D016372,C,CHEM
D016375,C,CHEM
D016566,C,CHEM
