ancestor_concept_code,descendant_concept_code,min_levels_of_separation,max_levels_of_separation
X1,X1,0,0
X1,X2,1,1
X1,X3,1,1
X2,X2,0,0
X3,X3,0,0
Z1,Z1,0,0
Z1,Z2,1,1
Z2,Z2,0,0
