ancestor_concept_code,descendant_concept_code,level_of_separation
N0000009802,N0000009889,3
N0000009802,N0000009733,4
N0000009802,N0000008670,5
N0000009770,N0000009889,2
N0000009770,N0000009733,3
N0000009770,N0000008670,4
N0000009036,N0000009889,1
N0000009036,N0000009733,2
N0000009036,N0000008670,3
N0000009889,N0000009889,0
N0000009889,N0000009733,1
N0000009889,N0000008670,2
N0000009733,N0000009733,0
N0000009733,N0000008670,1
N0000008670,N0000008670,0
N0000009802,N0000009362,5
N0000009770,N0000009362,4
N0000009036,N0000009362,3
N0000009889,N0000009362,2
N0000009733,N0000009362,1
N0000009362,N0000009362,0
N0000009802,N0000009734,4
N0000009802,N0000008671,5
N0000009770,N0000009734,3
N0000009770,N0000008671,4
N0000009036,N0000009734,2
N0000009036,N0000008671,3
N0000009889,N0000009734,1
N0000009889,N0000008671,2
N0000009734,N0000009734,0
N0000009734,N0000008671,1
N0000008671,N0000008671,0
N0000009802,N0000009363,5
N0000009770,N0000009363,4
N0000009036,N0000009363,3
N0000009889,N0000009363,2
N0000009734,N0000009363,1
N0000009363,N0000009363,0
N0000009802,N0000009890,4
N0000009802,N0000009007,5
N0000009770,N0000009890,3
N0000009770,N0000009007,4
N0000009036,N0000009890,2
N0000009036,N0000009007,3
N0000009889,N0000009890,1
N0000009889,N0000009007,2
N0000009890,N0000009890,0
N0000009890,N0000009007,1
N0000009007,N0000009007,0
N0000009802,N0000009699,5
N0000009770,N0000009699,4
N0000009036,N0000009699,3
N0000009889,N0000009699,2
N0000009890,N0000009699,1
N0000009699,N0000009699,0
N0000009802,N0000009891,4
N0000009802,N0000009008,5
N0000009770,N0000009891,3
N0000009770,N0000009008,4
N0000009036,N0000009891,2
N0000009036,N0000009008,3
N0000009889,N0000009891,1
N0000009889,N0000009008,2
N0000009891,N0000009891,0
N0000009891,N0000009008,1
N0000009008,N0000009008,0
N0000009802,N0000009700,5
N0000009770,N0000009700,4
N0000009036,N0000009700,3
N0000009889,N0000009700,2
N0000009891,N0000009700,1
N0000009700,N0000009700,0
N0000009802,N0000009803,3
N0000009802,N0000009746,4
N0000009802,N0000009745,5
N0000009802,N0000008705,6
N0000009770,N0000009803,2
N0000009770,N0000009746,3
N0000009770,N0000009745,4
N0000009770,N0000008705,5
N0000009036,N0000009803,1
N0000009036,N0000009746,2
N0000009036,N0000009745,3
N0000009036,N0000008705,4
N0000009803,N0000009803,0
N0000009803,N0000009746,1
N0000009803,N0000009745,2
N0000009803,N0000008705,3
N0000009746,N0000009746,0
N0000009746,N0000009745,1
N0000009746,N0000008705,2
N0000009745,N0000009745,0
N0000009745,N0000008705,1
N0000008705,N0000008705,0
N0000009802,N0000009397,6
N0000009770,N0000009397,5
N0000009036,N0000009397,4
N0000009803,N0000009397,3
N0000009746,N0000009397,2
N0000009745,N0000009397,1
N0000009397,N0000009397,0
N0000009802,N0000009747,5
N0000009802,N0000008706,6
N0000009770,N0000009747,4
N0000009770,N0000008706,5
N0000009036,N0000009747,3
N0000009036,N0000008706,4
N0000009803,N0000009747,2
N0000009803,N0000008706,3
N0000009746,N0000009747,1
N0000009746,N0000008706,2
N0000009747,N0000009747,0
N0000009747,N0000008706,1
N0000008706,N0000008706,0
N0000009802,N0000009398,6
N0000009770,N0000009398,5
N0000009036,N0000009398,4
N0000009803,N0000009398,3
N0000009746,N0000009398,2
N0000009747,N0000009398,1
N0000009398,N0000009398,0
N0000009802,N0000009777,3
N0000009802,N0000008769,4
N0000009770,N0000009777,2
N0000009770,N0000008769,3
N0000009036,N0000009777,1
N0000009036,N0000008769,2
N0000009777,N0000009777,0
N0000009777,N0000008769,1
N0000008769,N0000008769,0
N0000009802,N0000008770,4
N0000009770,N0000008770,3
N0000009036,N0000008770,2
N0000009777,N0000008770,1
N0000008770,N0000008770,0
N0000009802,N0000009461,4
N0000009770,N0000009461,3
N0000009036,N0000009461,2
N0000009777,N0000009461,1
N0000009461,N0000009461,0
N0000009802,N0000009462,4
N0000009770,N0000009462,3
N0000009036,N0000009462,2
N0000009777,N0000009462,1
N0000009462,N0000009462,0
N0000009802,N0000009806,3
N0000009802,N0000008828,4
N0000009770,N0000009806,2
N0000009770,N0000008828,3
N0000009036,N0000009806,1
N0000009036,N0000008828,2
N0000009806,N0000009806,0
N0000009806,N0000008828,1
N0000008828,N0000008828,0
N0000009802,N0000009520,4
N0000009770,N0000009520,3
N0000009036,N0000009520,2
N0000009806,N0000009520,1
N0000009520,N0000009520,0
N0000009802,N0000009887,3
N0000009802,N0000009002,4
N0000009770,N0000009887,2
N0000009770,N0000009002,3
N0000009036,N0000009887,1
N0000009036,N0000009002,2
N0000009887,N0000009887,0
N0000009887,N0000009002,1
N0000009002,N0000009002,0
N0000009802,N0000009694,4
N0000009770,N0000009694,3
N0000009036,N0000009694,2
N0000009887,N0000009694,1
N0000009694,N0000009694,0
N0000009802,N0000009936,4
N0000009770,N0000009936,3
N0000009036,N0000009936,2
N0000009887,N0000009936,1
N0000009936,N0000009936,0
N0000009802,N0000009937,4
N0000009770,N0000009937,3
N0000009036,N0000009937,2
N0000009887,N0000009937,1
N0000009937,N0000009937,0
N0000009802,N0000009839,2
N0000009802,N0000008293,3
N0000009802,N0000008294,4
N0000009770,N0000009839,1
N0000009770,N0000008293,2
N0000009770,N0000008294,3
N0000009839,N0000009839,0
N0000009839,N0000008293,1
N0000009839,N0000008294,2
N0000008293,N0000008293,0
N0000008293,N0000008294,1
N0000008294,N0000008294,0
N0000009802,N0000009838,3
N0000009802,N0000008320,4
N0000009802,N0000008321,5
N0000009770,N0000009838,2
N0000009770,N0000008320,3
N0000009770,N0000008321,4
N0000009839,N0000009838,1
N0000009839,N0000008320,2
N0000009839,N0000008321,3
N0000009802,N0000008322,5
N0000009770,N0000008322,4
N0000009839,N0000008322,3
N0000009802,N0000009743,3
N0000009802,N0000008701,4
N0000009770,N0000009743,2
N0000009770,N0000008701,3
N0000009839,N0000009743,1
N0000009839,N0000008701,2
N0000009743,N0000009743,0
N0000009743,N0000008701,1
N0000008701,N0000008701,0
N0000009802,N0000009393,4
N0000009770,N0000009393,3
N0000009839,N0000009393,2
N0000009743,N0000009393,1
N0000009393,N0000009393,0
N0000009802,N0000009836,3
N0000009802,N0000008868,4
N0000009802,N0000008760,5
N0000009770,N0000009836,2
N0000009770,N0000008868,3
N0000009770,N0000008760,4
N0000009839,N0000009836,1
N0000009839,N0000008868,2
N0000009839,N0000008760,3
N0000009836,N0000009836,0
N0000009836,N0000008868,1
N0000009836,N0000008760,2
N0000008868,N0000008868,0
N0000008868,N0000008760,1
N0000008760,N0000008760,0
N0000009802,N0000008896,5
N0000009770,N0000008896,4
N0000009839,N0000008896,3
N0000009836,N0000008896,2
N0000008868,N0000008896,1
N0000008896,N0000008896,0
N0000009802,N0000009009,5
N0000009770,N0000009009,4
N0000009839,N0000009009,3
N0000009836,N0000009009,2
N0000008868,N0000009009,1
N0000009009,N0000009009,0
N0000009802,N0000009837,4
N0000009802,N0000008867,5
N0000009770,N0000009837,3
N0000009770,N0000008867,4
N0000009839,N0000009837,2
N0000009839,N0000008867,3
N0000009836,N0000009837,1
N0000009836,N0000008867,2
N0000009837,N0000009837,0
N0000009837,N0000008867,1
N0000008867,N0000008867,0
N0000009802,N0000009559,5
N0000009770,N0000009559,4
N0000009839,N0000009559,3
N0000009836,N0000009559,2
N0000009837,N0000009559,1
N0000009559,N0000009559,0
N0000009802,N0000009560,4
N0000009802,N0000009452,5
N0000009770,N0000009560,3
N0000009770,N0000009452,4
N0000009839,N0000009560,2
N0000009839,N0000009452,3
N0000009836,N0000009560,1
N0000009836,N0000009452,2
N0000009560,N0000009560,0
N0000009560,N0000009452,1
N0000009452,N0000009452,0
N0000009802,N0000009588,5
N0000009770,N0000009588,4
N0000009839,N0000009588,3
N0000009836,N0000009588,2
N0000009560,N0000009588,1
N0000009588,N0000009588,0
N0000009802,N0000009701,5
N0000009770,N0000009701,4
N0000009839,N0000009701,3
N0000009836,N0000009701,2
N0000009560,N0000009701,1
N0000009701,N0000009701,0
N0000009802,N0000009799,3
N0000009802,N0000008825,4
N0000009770,N0000009799,2
N0000009770,N0000008825,3
N0000009839,N0000009799,1
N0000009839,N0000008825,2
N0000009799,N0000009799,0
N0000009799,N0000008825,1
N0000008825,N0000008825,0
N0000009802,N0000009517,4
N0000009770,N0000009517,3
N0000009839,N0000009517,2
N0000009799,N0000009517,1
N0000009517,N0000009517,0
N0000009802,N0000009892,3
N0000009802,N0000009010,4
N0000009770,N0000009892,2
N0000009770,N0000009010,3
N0000009839,N0000009892,1
N0000009839,N0000009010,2
N0000009892,N0000009892,0
N0000009892,N0000009010,1
N0000009010,N0000009010,0
N0000009802,N0000009702,4
N0000009770,N0000009702,3
N0000009839,N0000009702,2
N0000009892,N0000009702,1
N0000009702,N0000009702,0
N0000009802,N0000009912,3
N0000009802,N0000009019,4
N0000009770,N0000009912,2
N0000009770,N0000009019,3
N0000009839,N0000009912,1
N0000009839,N0000009019,2
N0000009912,N0000009912,0
N0000009912,N0000009019,1
N0000009019,N0000009019,0
N0000009802,N0000009710,4
N0000009770,N0000009710,3
N0000009839,N0000009710,2
N0000009912,N0000009710,1
N0000009710,N0000009710,0
N0000009802,N0000009964,3
N0000009802,N0000009965,4
N0000009802,N0000009970,5
N0000009770,N0000009964,2
N0000009770,N0000009965,3
N0000009770,N0000009970,4
N0000009839,N0000009964,1
N0000009839,N0000009965,2
N0000009839,N0000009970,3
N0000009964,N0000009964,0
N0000009964,N0000009965,1
N0000009964,N0000009970,2
N0000009965,N0000009965,0
N0000009965,N0000009970,1
N0000009970,N0000009970,0
N0000009802,N0000009971,5
N0000009770,N0000009971,4
N0000009839,N0000009971,3
N0000009964,N0000009971,2
N0000009965,N0000009971,1
N0000009971,N0000009971,0
N0000009802,N0000009972,5
N0000009770,N0000009972,4
N0000009839,N0000009972,3
N0000009964,N0000009972,2
N0000009965,N0000009972,1
N0000009972,N0000009972,0
N0000009802,N0000009966,4
N0000009802,N0000009967,5
N0000009770,N0000009966,3
N0000009770,N0000009967,4
N0000009839,N0000009966,2
N0000009839,N0000009967,3
N0000009964,N0000009966,1
N0000009964,N0000009967,2
N0000009966,N0000009966,0
N0000009966,N0000009967,1
N0000009967,N0000009967,0
N0000009802,N0000009968,5
N0000009770,N0000009968,4
N0000009839,N0000009968,3
N0000009964,N0000009968,2
N0000009966,N0000009968,1
N0000009968,N0000009968,0
N0000009802,N0000009969,5
N0000009770,N0000009969,4
N0000009839,N0000009969,3
N0000009964,N0000009969,2
N0000009966,N0000009969,1
N0000009969,N0000009969,0
N0000009802,N0000009022,2
N0000009802,N0000009054,3
N0000009802,N0000008295,4
N0000009770,N0000009022,1
N0000009770,N0000009054,2
N0000009770,N0000008295,3
N0000009022,N0000009022,0
N0000009022,N0000009054,1
N0000009022,N0000008295,2
N0000009054,N0000009054,0
N0000009054,N0000008295,1
N0000008295,N0000008295,0
N0000009802,N0000009724,4
N0000009770,N0000009724,3
N0000009022,N0000009724,2
N0000009054,N0000009724,1
N0000009724,N0000009724,0
N0000009802,N0000009868,4
N0000009770,N0000009868,3
N0000009022,N0000009868,2
N0000009054,N0000009868,1
N0000009868,N0000009868,0
N0000009802,N0000008304,3
N0000009802,N0000020054,4
N0000009802,N0000008356,5
N0000009770,N0000008304,2
N0000009770,N0000020054,3
N0000009770,N0000008356,4
N0000009022,N0000008304,1
N0000009022,N0000020054,2
N0000009022,N0000008356,3
N0000008304,N0000008304,0
N0000008304,N0000020054,1
N0000008304,N0000008356,2
N0000020054,N0000020054,0
N0000020054,N0000008356,1
N0000008356,N0000008356,0
N0000009802,N0000008357,5
N0000009770,N0000008357,4
N0000009022,N0000008357,3
N0000008304,N0000008357,2
N0000020054,N0000008357,1
N0000008357,N0000008357,0
N0000009802,N0000020055,4
N0000009802,N0000020056,5
N0000009770,N0000020055,3
N0000009770,N0000020056,4
N0000009022,N0000020055,2
N0000009022,N0000020056,3
N0000008304,N0000020055,1
N0000008304,N0000020056,2
N0000020055,N0000020055,0
N0000020055,N0000020056,1
N0000020056,N0000020056,0
N0000009802,N0000008332,3
N0000009770,N0000008332,2
N0000009022,N0000008332,1
N0000008332,N0000008332,0
N0000009802,N0000009049,3
N0000009802,N0000008636,4
N0000009802,N0000008389,5
N0000009770,N0000009049,2
N0000009770,N0000008636,3
N0000009770,N0000008389,4
N0000009022,N0000009049,1
N0000009022,N0000008636,2
N0000009022,N0000008389,3
N0000009802,N0000008628,5
N0000009770,N0000008628,4
N0000009022,N0000008628,3
N0000009802,N0000008639,5
N0000009770,N0000008639,4
N0000009022,N0000008639,3
N0000009802,N0000008641,5
N0000009770,N0000008641,4
N0000009022,N0000008641,3
N0000009802,N0000008678,5
N0000009770,N0000008678,4
N0000009022,N0000008678,3
N0000009802,N0000008680,5
N0000009770,N0000008680,4
N0000009022,N0000008680,3
N0000009802,N0000008851,5
N0000009770,N0000008851,4
N0000009022,N0000008851,3
N0000009802,N0000008898,5
N0000009770,N0000008898,4
N0000009022,N0000008898,3
N0000009802,N0000008925,5
N0000009770,N0000008925,4
N0000009022,N0000008925,3
N0000009802,N0000009012,5
N0000009770,N0000009012,4
N0000009022,N0000009012,3
N0000009802,N0000009330,4
N0000009802,N0000009085,5
N0000009770,N0000009330,3
N0000009770,N0000009085,4
N0000009022,N0000009330,2
N0000009022,N0000009085,3
N0000009802,N0000009322,5
N0000009770,N0000009322,4
N0000009022,N0000009322,3
N0000009802,N0000009333,5
N0000009770,N0000009333,4
N0000009022,N0000009333,3
N0000009802,N0000009335,5
N0000009770,N0000009335,4
N0000009022,N0000009335,3
N0000009802,N0000009370,5
N0000009770,N0000009370,4
N0000009022,N0000009370,3
N0000009802,N0000009372,5
N0000009770,N0000009372,4
N0000009022,N0000009372,3
N0000009802,N0000009543,5
N0000009770,N0000009543,4
N0000009022,N0000009543,3
N0000009802,N0000009590,5
N0000009770,N0000009590,4
N0000009022,N0000009590,3
N0000009802,N0000009617,5
N0000009770,N0000009617,4
N0000009022,N0000009617,3
N0000009802,N0000009704,5
N0000009770,N0000009704,4
N0000009022,N0000009704,3
N0000009802,N0000009048,3
N0000009802,N0000008635,4
N0000009802,N0000008419,5
N0000009770,N0000009048,2
N0000009770,N0000008635,3
N0000009770,N0000008419,4
N0000009022,N0000009048,1
N0000009022,N0000008635,2
N0000009022,N0000008419,3
N0000009048,N0000009048,0
N0000009048,N0000008635,1
N0000009048,N0000008419,2
N0000008635,N0000008635,0
N0000008635,N0000008419,1
N0000008419,N0000008419,0
N0000009802,N0000008627,5
N0000009770,N0000008627,4
N0000009022,N0000008627,3
N0000009048,N0000008627,2
N0000008635,N0000008627,1
N0000008627,N0000008627,0
N0000009802,N0000008640,5
N0000009770,N0000008640,4
N0000009022,N0000008640,3
N0000009048,N0000008640,2
N0000008635,N0000008640,1
N0000008640,N0000008640,0
N0000009802,N0000008679,5
N0000009770,N0000008679,4
N0000009022,N0000008679,3
N0000009048,N0000008679,2
N0000008635,N0000008679,1
N0000008679,N0000008679,0
N0000009802,N0000008897,5
N0000009770,N0000008897,4
N0000009022,N0000008897,3
N0000009048,N0000008897,2
N0000008635,N0000008897,1
N0000008897,N0000008897,0
N0000009022,N0000009034,3
N0000009048,N0000009034,2
N0000008635,N0000009034,1
N0000009802,N0000009329,4
N0000009802,N0000009033,5
N0000009770,N0000009329,3
N0000009770,N0000009033,4
N0000009022,N0000009329,2
N0000009022,N0000009033,3
N0000009048,N0000009329,1
N0000009048,N0000009033,2
N0000009329,N0000009329,0
N0000009329,N0000009033,1
N0000009033,N0000009033,0
N0000009802,N0000009115,5
N0000009770,N0000009115,4
N0000009022,N0000009115,3
N0000009048,N0000009115,2
N0000009329,N0000009115,1
N0000009115,N0000009115,0
N0000009802,N0000009321,5
N0000009770,N0000009321,4
N0000009022,N0000009321,3
N0000009048,N0000009321,2
N0000009329,N0000009321,1
N0000009321,N0000009321,0
N0000009802,N0000009334,5
N0000009770,N0000009334,4
N0000009022,N0000009334,3
N0000009048,N0000009334,2
N0000009329,N0000009334,1
N0000009334,N0000009334,0
N0000009802,N0000009371,5
N0000009770,N0000009371,4
N0000009022,N0000009371,3
N0000009048,N0000009371,2
N0000009329,N0000009371,1
N0000009371,N0000009371,0
N0000009802,N0000009589,5
N0000009770,N0000009589,4
N0000009022,N0000009589,3
N0000009048,N0000009589,2
N0000009329,N0000009589,1
N0000009589,N0000009589,0
N0000009802,N0000009021,3
N0000009802,N0000009722,4
N0000009770,N0000009021,2
N0000009770,N0000009722,3
N0000009022,N0000009021,1
N0000009022,N0000009722,2
N0000009021,N0000009021,0
N0000009021,N0000009722,1
N0000009722,N0000009722,0
N0000009802,N0000009723,4
N0000009770,N0000009723,3
N0000009022,N0000009723,2
N0000009021,N0000009723,1
N0000009723,N0000009723,0
N0000009802,N0000009789,4
N0000009770,N0000009789,3
N0000009022,N0000009789,2
N0000009021,N0000009789,1
N0000009789,N0000009789,0
N0000009802,N0000009055,3
N0000009802,N0000009725,4
N0000009770,N0000009055,2
N0000009770,N0000009725,3
N0000009022,N0000009055,1
N0000009022,N0000009725,2
N0000009055,N0000009055,0
N0000009055,N0000009725,1
N0000009725,N0000009725,0
N0000009802,N0000009869,4
N0000009770,N0000009869,3
N0000009022,N0000009869,2
N0000009055,N0000009869,1
N0000009869,N0000009869,0
N0000009802,N0000009737,3
N0000009802,N0000009736,4
N0000009802,N0000009726,5
N0000009770,N0000009737,2
N0000009770,N0000009736,3
N0000009770,N0000009726,4
N0000009022,N0000009737,1
N0000009022,N0000009736,2
N0000009022,N0000009726,3
N0000009737,N0000009737,0
N0000009737,N0000009736,1
N0000009737,N0000009726,2
N0000009736,N0000009736,0
N0000009736,N0000009726,1
N0000009726,N0000009726,0
N0000009802,N0000009870,5
N0000009770,N0000009870,4
N0000009022,N0000009870,3
N0000009737,N0000009870,2
N0000009736,N0000009870,1
N0000009870,N0000009870,0
N0000009802,N0000009738,4
N0000009802,N0000009727,5
N0000009770,N0000009738,3
N0000009770,N0000009727,4
N0000009022,N0000009738,2
N0000009022,N0000009727,3
N0000009737,N0000009738,1
N0000009737,N0000009727,2
N0000009738,N0000009738,0
N0000009738,N0000009727,1
N0000009727,N0000009727,0
N0000009802,N0000009871,5
N0000009770,N0000009871,4
N0000009022,N0000009871,3
N0000009737,N0000009871,2
N0000009738,N0000009871,1
N0000009871,N0000009871,0
N0000009802,N0000009793,3
N0000009802,N0000009790,4
N0000009802,N0000009728,5
N0000009770,N0000009793,2
N0000009770,N0000009790,3
N0000009770,N0000009728,4
N0000009022,N0000009793,1
N0000009022,N0000009790,2
N0000009022,N0000009728,3
N0000009793,N0000009793,0
N0000009793,N0000009790,1
N0000009793,N0000009728,2
N0000009790,N0000009790,0
N0000009790,N0000009728,1
N0000009728,N0000009728,0
N0000009802,N0000009872,5
N0000009770,N0000009872,4
N0000009022,N0000009872,3
N0000009793,N0000009872,2
N0000009790,N0000009872,1
N0000009872,N0000009872,0
N0000009802,N0000009791,4
N0000009802,N0000009729,5
N0000009770,N0000009791,3
N0000009770,N0000009729,4
N0000009022,N0000009791,2
N0000009022,N0000009729,3
N0000009793,N0000009791,1
N0000009793,N0000009729,2
N0000009791,N0000009791,0
N0000009791,N0000009729,1
N0000009729,N0000009729,0
N0000009802,N0000009873,5
N0000009770,N0000009873,4
N0000009022,N0000009873,3
N0000009793,N0000009873,2
N0000009791,N0000009873,1
N0000009873,N0000009873,0
N0000009802,N0000009846,3
N0000009802,N0000009845,4
N0000009802,N0000009730,5
N0000009770,N0000009846,2
N0000009770,N0000009845,3
N0000009770,N0000009730,4
N0000009022,N0000009846,1
N0000009022,N0000009845,2
N0000009022,N0000009730,3
N0000009846,N0000009846,0
N0000009846,N0000009845,1
N0000009846,N0000009730,2
N0000009845,N0000009845,0
N0000009845,N0000009730,1
N0000009730,N0000009730,0
N0000009802,N0000009874,5
N0000009770,N0000009874,4
N0000009022,N0000009874,3
N0000009846,N0000009874,2
N0000009845,N0000009874,1
N0000009874,N0000009874,0
N0000009802,N0000009847,4
N0000009802,N0000009731,5
N0000009770,N0000009847,3
N0000009770,N0000009731,4
N0000009022,N0000009847,2
N0000009022,N0000009731,3
N0000009846,N0000009847,1
N0000009846,N0000009731,2
N0000009847,N0000009847,0
N0000009847,N0000009731,1
N0000009731,N0000009731,0
N0000009802,N0000009875,5
N0000009770,N0000009875,4
N0000009022,N0000009875,3
N0000009846,N0000009875,2
N0000009847,N0000009875,1
N0000009875,N0000009875,0
N0000009802,N0000009841,3
N0000009802,N0000009842,4
N0000009770,N0000009841,2
N0000009770,N0000009842,3
N0000009022,N0000009841,1
N0000009022,N0000009842,2
N0000009841,N0000009841,0
N0000009841,N0000009842,1
N0000009842,N0000009842,0
N0000009802,N0000009843,4
N0000009770,N0000009843,3
N0000009022,N0000009843,2
N0000009841,N0000009843,1
N0000009843,N0000009843,0
N0000009802,N0000009020,2
N0000009802,N0000008296,3
N0000009770,N0000009020,1
N0000009770,N0000008296,2
N0000009020,N0000009020,0
N0000009020,N0000008296,1
N0000008296,N0000008296,0
N0000009802,N0000008297,3
N0000009770,N0000008297,2
N0000009020,N0000008297,1
N0000008297,N0000008297,0
N0000009802,N0000008301,3
N0000009770,N0000008301,2
N0000009020,N0000008301,1
N0000008301,N0000008301,0
N0000009802,N0000009035,3
N0000009770,N0000009035,2
N0000009020,N0000009035,1
N0000009035,N0000009035,0
N0000009802,N0000009973,3
N0000009802,N0000009735,4
N0000009770,N0000009973,2
N0000009770,N0000009735,3
N0000009020,N0000009973,1
N0000009020,N0000009735,2
N0000009973,N0000009973,0
N0000009973,N0000009735,1
N0000009735,N0000009735,0
N0000009802,N0000009974,4
N0000009770,N0000009974,3
N0000009020,N0000009974,2
N0000009973,N0000009974,1
N0000009974,N0000009974,0
N0000009802,N0000009801,3
N0000009770,N0000009801,2
N0000009020,N0000009801,1
N0000009801,N0000009801,0
N0000009802,N0000009881,3
N0000009770,N0000009881,2
N0000009020,N0000009881,1
N0000009881,N0000009881,0
N0000009802,N0000009978,3
N0000009802,N0000009979,4
N0000009770,N0000009978,2
N0000009770,N0000009979,3
N0000009020,N0000009978,1
N0000009020,N0000009979,2
N0000009978,N0000009978,0
N0000009978,N0000009979,1
N0000009979,N0000009979,0
N0000009802,N0000009980,4
N0000009770,N0000009980,3
N0000009020,N0000009980,2
N0000009978,N0000009980,1
N0000009980,N0000009980,0
N0000009802,N0000009981,4
N0000009770,N0000009981,3
N0000009020,N0000009981,2
N0000009978,N0000009981,1
N0000009981,N0000009981,0
N0000009802,N0000009982,4
N0000009770,N0000009982,3
N0000009020,N0000009982,2
N0000009978,N0000009982,1
N0000009982,N0000009982,0
N0000009802,N0000010282,3
N0000009770,N0000010282,2
N0000009020,N0000010282,1
N0000010282,N0000010282,0
N0000009802,N0000020073,3
N0000009770,N0000020073,2
N0000009020,N0000020073,1
N0000020073,N0000020073,0
N0000009802,N0000175851,3
N0000009802,N0000175852,4
N0000009770,N0000175851,2
N0000009770,N0000175852,3
N0000009020,N0000175851,1
N0000009020,N0000175852,2
N0000175851,N0000175851,0
N0000175851,N0000175852,1
N0000175852,N0000175852,0
N0000009802,N0000178320,3
N0000009802,N0000178321,4
N0000009770,N0000178320,2
N0000009770,N0000178321,3
N0000009020,N0000178320,1
N0000009020,N0000178321,2
N0000178320,N0000178320,0
N0000178320,N0000178321,1
N0000178321,N0000178321,0
N0000009802,N0000178322,4
N0000009770,N0000178322,3
N0000009020,N0000178322,2
N0000178320,N0000178322,1
N0000178322,N0000178322,0
N0000009802,N0000008331,2
N0000009802,N0000020002,3
N0000009802,N0000009906,4
N0000009802,N0000009908,5
N0000009802,N0000008298,6
N0000009802,N0000008351,7
N0000009802,N0000175396,8
N0000009770,N0000008331,1
N0000009770,N0000020002,2
N0000009770,N0000009906,3
N0000009770,N0000009908,4
N0000009770,N0000008298,5
N0000009770,N0000008351,6
N0000009770,N0000175396,7
N0000008331,N0000008331,0
N0000008331,N0000020002,1
N0000008331,N0000009906,2
N0000008331,N0000009908,3
N0000008331,N0000008298,4
N0000008331,N0000008351,5
N0000008331,N0000175396,6
N0000020002,N0000020002,0
N0000020002,N0000009906,1
N0000020002,N0000009908,2
N0000020002,N0000008298,3
N0000020002,N0000008351,4
N0000020002,N0000175396,5
N0000009906,N0000009906,0
N0000009906,N0000009908,1
N0000009906,N0000008298,2
N0000009906,N0000008351,3
N0000009906,N0000175396,4
N0000009908,N0000009908,0
N0000009908,N0000008298,1
N0000009908,N0000008351,2
N0000009908,N0000175396,3
N0000008298,N0000008298,0
N0000008298,N0000008351,1
N0000008298,N0000175396,2
N0000008351,N0000008351,0
N0000008351,N0000175396,1
N0000175396,N0000175396,0
N0000009802,N0000009751,7
N0000009802,N0000008371,8
N0000009802,N0000175400,9
N0000009770,N0000009751,6
N0000009770,N0000008371,7
N0000009770,N0000175400,8
N0000008331,N0000009751,5
N0000008331,N0000008371,6
N0000008331,N0000175400,7
N0000020002,N0000009751,4
N0000020002,N0000008371,5
N0000020002,N0000175400,6
N0000009906,N0000009751,3
N0000009906,N0000008371,4
N0000009906,N0000175400,5
N0000009908,N0000009751,2
N0000009908,N0000008371,3
N0000009908,N0000175400,4
N0000008298,N0000009751,1
N0000008298,N0000008371,2
N0000008298,N0000175400,3
N0000009751,N0000009751,0
N0000009751,N0000008371,1
N0000009751,N0000175400,2
N0000008371,N0000008371,0
N0000008371,N0000175400,1
N0000175400,N0000175400,0
N0000009802,N0000009058,8
N0000009802,N0000175401,9
N0000009770,N0000009058,7
N0000009770,N0000175401,8
N0000008331,N0000009058,6
N0000008331,N0000175401,7
N0000020002,N0000009058,5
N0000020002,N0000175401,6
N0000009906,N0000009058,4
N0000009906,N0000175401,5
N0000009908,N0000009058,3
N0000009908,N0000175401,4
N0000008298,N0000009058,2
N0000008298,N0000175401,3
N0000009751,N0000009058,1
N0000009751,N0000175401,2
N0000009058,N0000009058,0
N0000009058,N0000175401,1
N0000175401,N0000175401,0
N0000009802,N0000009775,8
N0000009802,N0000175402,9
N0000009770,N0000009775,7
N0000009770,N0000175402,8
N0000008331,N0000009775,6
N0000008331,N0000175402,7
N0000020002,N0000009775,5
N0000020002,N0000175402,6
N0000009906,N0000009775,4
N0000009906,N0000175402,5
N0000009908,N0000009775,3
N0000009908,N0000175402,4
N0000008298,N0000009775,2
N0000008298,N0000175402,3
N0000009751,N0000009775,1
N0000009751,N0000175402,2
N0000009775,N0000009775,0
N0000009775,N0000175402,1
N0000175402,N0000175402,0
N0000009802,N0000009834,8
N0000009802,N0000175403,9
N0000009770,N0000009834,7
N0000009770,N0000175403,8
N0000008331,N0000009834,6
N0000008331,N0000175403,7
N0000020002,N0000009834,5
N0000020002,N0000175403,6
N0000009906,N0000009834,4
N0000009906,N0000175403,5
N0000009908,N0000009834,3
N0000009908,N0000175403,4
N0000008298,N0000009834,2
N0000008298,N0000175403,3
N0000009751,N0000009834,1
N0000009751,N0000175403,2
N0000009834,N0000009834,0
N0000009834,N0000175403,1
N0000175403,N0000175403,0
N0000009802,N0000175399,8
N0000009770,N0000175399,7
N0000008331,N0000175399,6
N0000020002,N0000175399,5
N0000009906,N0000175399,4
N0000009908,N0000175399,3
N0000008298,N0000175399,2
N0000009751,N0000175399,1
N0000175399,N0000175399,0
N0000175399,N0000175400,1
N0000175399,N0000175401,1
N0000175399,N0000175402,1
N0000175399,N0000175403,1
N0000009802,N0000008374,7
N0000009802,N0000175397,8
N0000009770,N0000008374,6
N0000009770,N0000175397,7
N0000008331,N0000008374,5
N0000008331,N0000175397,6
N0000020002,N0000008374,4
N0000020002,N0000175397,5
N0000009906,N0000008374,3
N0000009906,N0000175397,4
N0000009908,N0000008374,2
N0000009908,N0000175397,3
