ancestor_concept_code,descendant_concept_code,level_of_separation
N0000009761,N0000009164,4
N0000009758,N0000009442,2
N0000009758,N0000009164,3
N0000009453,N0000009442,1
N0000009453,N0000009164,2
N0000009442,N0000009442,0
N0000009442,N0000009164,1
N0000009164,N0000009164,0
N0000009802,N0000009606,7
N0000009770,N0000009606,6
N0000009759,N0000009606,5
N0000009761,N0000009606,4
N0000009758,N0000009606,3
N0000009453,N0000009606,2
N0000009442,N0000009606,1
N0000009606,N0000009606,0
N0000009802,N0000009657,7
N0000009770,N0000009657,6
N0000009759,N0000009657,5
N0000009761,N0000009657,4
N0000009758,N0000009657,3
N0000009453,N0000009657,2
N0000009442,N0000009657,1
N0000009657,N0000009657,0
N0000009802,N0000009760,4
N0000009802,N0000008762,5
N0000009802,N0000008818,6
N0000009802,N0000008410,7
N0000009802,N0000008795,8
N0000009770,N0000009760,3
N0000009770,N0000008762,4
N0000009770,N0000008818,5
N0000009770,N0000008410,6
N0000009770,N0000008795,7
N0000009759,N0000009760,2
N0000009759,N0000008762,3
N0000009759,N0000008818,4
N0000009759,N0000008410,5
N0000009759,N0000008795,6
N0000009761,N0000009760,1
N0000009761,N0000008762,2
N0000009761,N0000008818,3
N0000009761,N0000008410,4
N0000009761,N0000008795,5
N0000009760,N0000009760,0
N0000009760,N0000008762,1
N0000009760,N0000008818,2
N0000009760,N0000008410,3
N0000009760,N0000008795,4
N0000008762,N0000008762,0
N0000008762,N0000008818,1
N0000008762,N0000008410,2
N0000008762,N0000008795,3
N0000008818,N0000008818,0
N0000008818,N0000008410,1
N0000008818,N0000008795,2
N0000008410,N0000008410,0
N0000008410,N0000008795,1
N0000008795,N0000008795,0
N0000009802,N0000008990,8
N0000009770,N0000008990,7
N0000009759,N0000008990,6
N0000009761,N0000008990,5
N0000009760,N0000008990,4
N0000008762,N0000008990,3
N0000008818,N0000008990,2
N0000008410,N0000008990,1
N0000008990,N0000008990,0
N0000009802,N0000008616,7
N0000009770,N0000008616,6
N0000009759,N0000008616,5
N0000009761,N0000008616,4
N0000009760,N0000008616,3
N0000008762,N0000008616,2
N0000008818,N0000008616,1
N0000008616,N0000008616,0
N0000009802,N0000008886,7
N0000009770,N0000008886,6
N0000009759,N0000008886,5
N0000009761,N0000008886,4
N0000009760,N0000008886,3
N0000008762,N0000008886,2
N0000008818,N0000008886,1
N0000008886,N0000008886,0
N0000009802,N0000008498,6
N0000009802,N0000008442,7
N0000009770,N0000008498,5
N0000009770,N0000008442,6
N0000009759,N0000008498,4
N0000009759,N0000008442,5
N0000009761,N0000008498,3
N0000009761,N0000008442,4
N0000009760,N0000008498,2
N0000009760,N0000008442,3
N0000008762,N0000008498,1
N0000008762,N0000008442,2
N0000008498,N0000008498,0
N0000008498,N0000008442,1
N0000008442,N0000008442,0
N0000009802,N0000008521,7
N0000009770,N0000008521,6
N0000009759,N0000008521,5
N0000009761,N0000008521,4
N0000009760,N0000008521,3
N0000008762,N0000008521,2
N0000008498,N0000008521,1
N0000008521,N0000008521,0
N0000009802,N0000008544,7
N0000009770,N0000008544,6
N0000009759,N0000008544,5
N0000009761,N0000008544,4
N0000009760,N0000008544,3
N0000008762,N0000008544,2
N0000008498,N0000008544,1
N0000008544,N0000008544,0
N0000009802,N0000008724,7
N0000009770,N0000008724,6
N0000009759,N0000008724,5
N0000009761,N0000008724,4
N0000009760,N0000008724,3
N0000008762,N0000008724,2
N0000008498,N0000008724,1
N0000008724,N0000008724,0
N0000009802,N0000008942,7
N0000009770,N0000008942,6
N0000009759,N0000008942,5
N0000009761,N0000008942,4
N0000009760,N0000008942,3
N0000008762,N0000008942,2
N0000008498,N0000008942,1
N0000008942,N0000008942,0
N0000009802,N0000008751,6
N0000009802,N0000008469,7
N0000009770,N0000008751,5
N0000009770,N0000008469,6
N0000009759,N0000008751,4
N0000009759,N0000008469,5
N0000009761,N0000008751,3
N0000009761,N0000008469,4
N0000009760,N0000008751,2
N0000009760,N0000008469,3
N0000008762,N0000008751,1
N0000008762,N0000008469,2
N0000008751,N0000008751,0
N0000008751,N0000008469,1
N0000008469,N0000008469,0
N0000009802,N0000008915,7
N0000009770,N0000008915,6
N0000009759,N0000008915,5
N0000009761,N0000008915,4
N0000009760,N0000008915,3
N0000008762,N0000008915,2
N0000008751,N0000008915,1
N0000008915,N0000008915,0
N0000009802,N0000008966,7
N0000009770,N0000008966,6
N0000009759,N0000008966,5
N0000009761,N0000008966,4
N0000009760,N0000008966,3
N0000008762,N0000008966,2
N0000008751,N0000008966,1
N0000008966,N0000008966,0
N0000009802,N0000009454,5
N0000009802,N0000009510,6
N0000009802,N0000009106,7
N0000009802,N0000009487,8
N0000009770,N0000009454,4
N0000009770,N0000009510,5
N0000009770,N0000009106,6
N0000009770,N0000009487,7
N0000009759,N0000009454,3
N0000009759,N0000009510,4
N0000009759,N0000009106,5
N0000009759,N0000009487,6
N0000009761,N0000009454,2
N0000009761,N0000009510,3
N0000009761,N0000009106,4
N0000009761,N0000009487,5
N0000009760,N0000009454,1
N0000009760,N0000009510,2
N0000009760,N0000009106,3
N0000009760,N0000009487,4
N0000009454,N0000009454,0
N0000009454,N0000009510,1
N0000009454,N0000009106,2
N0000009454,N0000009487,3
N0000009510,N0000009510,0
N0000009510,N0000009106,1
N0000009510,N0000009487,2
N0000009106,N0000009106,0
N0000009106,N0000009487,1
N0000009487,N0000009487,0
N0000009802,N0000009682,8
N0000009770,N0000009682,7
N0000009759,N0000009682,6
N0000009761,N0000009682,5
N0000009760,N0000009682,4
N0000009454,N0000009682,3
N0000009510,N0000009682,2
N0000009106,N0000009682,1
N0000009682,N0000009682,0
N0000009802,N0000009310,7
N0000009770,N0000009310,6
N0000009759,N0000009310,5
N0000009761,N0000009310,4
N0000009760,N0000009310,3
N0000009454,N0000009310,2
N0000009510,N0000009310,1
N0000009310,N0000009310,0
N0000009802,N0000009562,7
N0000009770,N0000009562,6
N0000009759,N0000009562,5
N0000009761,N0000009562,4
N0000009760,N0000009562,3
N0000009454,N0000009562,2
N0000009510,N0000009562,1
N0000009562,N0000009562,0
N0000009802,N0000009194,6
N0000009802,N0000009138,7
N0000009770,N0000009194,5
N0000009770,N0000009138,6
N0000009759,N0000009194,4
N0000009759,N0000009138,5
N0000009761,N0000009194,3
N0000009761,N0000009138,4
N0000009760,N0000009194,2
N0000009760,N0000009138,3
N0000009454,N0000009194,1
N0000009454,N0000009138,2
N0000009194,N0000009194,0
N0000009194,N0000009138,1
N0000009138,N0000009138,0
N0000009802,N0000009217,7
N0000009770,N0000009217,6
N0000009759,N0000009217,5
N0000009761,N0000009217,4
N0000009760,N0000009217,3
N0000009454,N0000009217,2
N0000009194,N0000009217,1
N0000009217,N0000009217,0
N0000009802,N0000009240,7
N0000009770,N0000009240,6
N0000009759,N0000009240,5
N0000009761,N0000009240,4
N0000009760,N0000009240,3
N0000009454,N0000009240,2
N0000009194,N0000009240,1
N0000009240,N0000009240,0
N0000009802,N0000009416,7
N0000009770,N0000009416,6
N0000009759,N0000009416,5
N0000009761,N0000009416,4
N0000009760,N0000009416,3
N0000009454,N0000009416,2
N0000009194,N0000009416,1
N0000009416,N0000009416,0
N0000009802,N0000009634,7
N0000009770,N0000009634,6
N0000009759,N0000009634,5
N0000009761,N0000009634,4
N0000009760,N0000009634,3
N0000009454,N0000009634,2
N0000009194,N0000009634,1
N0000009634,N0000009634,0
N0000009802,N0000009443,6
N0000009802,N0000009165,7
N0000009770,N0000009443,5
N0000009770,N0000009165,6
N0000009759,N0000009443,4
N0000009759,N0000009165,5
N0000009761,N0000009443,3
N0000009761,N0000009165,4
N0000009760,N0000009443,2
N0000009760,N0000009165,3
N0000009454,N0000009443,1
N0000009454,N0000009165,2
N0000009443,N0000009443,0
N0000009443,N0000009165,1
N0000009165,N0000009165,0
N0000009802,N0000009607,7
N0000009770,N0000009607,6
N0000009759,N0000009607,5
N0000009761,N0000009607,4
N0000009760,N0000009607,3
N0000009454,N0000009607,2
N0000009443,N0000009607,1
N0000009607,N0000009607,0
N0000009802,N0000009658,7
N0000009770,N0000009658,6
N0000009759,N0000009658,5
N0000009761,N0000009658,4
N0000009760,N0000009658,3
N0000009454,N0000009658,2
N0000009443,N0000009658,1
N0000009658,N0000009658,0
N0000009802,N0000009762,4
N0000009802,N0000008763,5
N0000009802,N0000008819,6
N0000009802,N0000008411,7
N0000009802,N0000008796,8
N0000009770,N0000009762,3
N0000009770,N0000008763,4
N0000009770,N0000008819,5
N0000009770,N0000008411,6
N0000009770,N0000008796,7
N0000009759,N0000009762,2
N0000009759,N0000008763,3
N0000009759,N0000008819,4
N0000009759,N0000008411,5
N0000009759,N0000008796,6
N0000009761,N0000009762,1
N0000009761,N0000008763,2
N0000009761,N0000008819,3
N0000009761,N0000008411,4
N0000009761,N0000008796,5
N0000009762,N0000009762,0
N0000009762,N0000008763,1
N0000009762,N0000008819,2
N0000009762,N0000008411,3
N0000009762,N0000008796,4
N0000008763,N0000008763,0
N0000008763,N0000008819,1
N0000008763,N0000008411,2
N0000008763,N0000008796,3
N0000008819,N0000008819,0
N0000008819,N0000008411,1
N0000008819,N0000008796,2
N0000008411,N0000008411,0
N0000008411,N0000008796,1
N0000008796,N0000008796,0
N0000009802,N0000008991,8
N0000009770,N0000008991,7
N0000009759,N0000008991,6
N0000009761,N0000008991,5
N0000009762,N0000008991,4
N0000008763,N0000008991,3
N0000008819,N0000008991,2
N0000008411,N0000008991,1
N0000008991,N0000008991,0
N0000009802,N0000008617,7
N0000009770,N0000008617,6
N0000009759,N0000008617,5
N0000009761,N0000008617,4
N0000009762,N0000008617,3
N0000008763,N0000008617,2
N0000008819,N0000008617,1
N0000008617,N0000008617,0
N0000009802,N0000008887,7
N0000009770,N0000008887,6
N0000009759,N0000008887,5
N0000009761,N0000008887,4
N0000009762,N0000008887,3
N0000008763,N0000008887,2
N0000008819,N0000008887,1
N0000008887,N0000008887,0
N0000009802,N0000008499,6
N0000009802,N0000008443,7
N0000009770,N0000008499,5
N0000009770,N0000008443,6
N0000009759,N0000008499,4
N0000009759,N0000008443,5
N0000009761,N0000008499,3
N0000009761,N0000008443,4
N0000009762,N0000008499,2
N0000009762,N0000008443,3
N0000008763,N0000008499,1
N0000008763,N0000008443,2
N0000008499,N0000008499,0
N0000008499,N0000008443,1
N0000008443,N0000008443,0
N0000009802,N0000008522,7
N0000009770,N0000008522,6
N0000009759,N0000008522,5
N0000009761,N0000008522,4
N0000009762,N0000008522,3
N0000008763,N0000008522,2
N0000008499,N0000008522,1
N0000008522,N0000008522,0
N0000009802,N0000008545,7
N0000009770,N0000008545,6
N0000009759,N0000008545,5
N0000009761,N0000008545,4
N0000009762,N0000008545,3
N0000008763,N0000008545,2
N0000008499,N0000008545,1
N0000008545,N0000008545,0
N0000009802,N0000008725,7
N0000009770,N0000008725,6
N0000009759,N0000008725,5
N0000009761,N0000008725,4
N0000009762,N0000008725,3
N0000008763,N0000008725,2
N0000008499,N0000008725,1
N0000008725,N0000008725,0
N0000009802,N0000008943,7
N0000009770,N0000008943,6
N0000009759,N0000008943,5
N0000009761,N0000008943,4
N0000009762,N0000008943,3
N0000008763,N0000008943,2
N0000008499,N0000008943,1
N0000008943,N0000008943,0
N0000009802,N0000008752,6
N0000009802,N0000008470,7
N0000009770,N0000008752,5
N0000009770,N0000008470,6
N0000009759,N0000008752,4
N0000009759,N0000008470,5
N0000009761,N0000008752,3
N0000009761,N0000008470,4
N0000009762,N0000008752,2
N0000009762,N0000008470,3
N0000008763,N0000008752,1
N0000008763,N0000008470,2
N0000008752,N0000008752,0
N0000008752,N0000008470,1
N0000008470,N0000008470,0
N0000009802,N0000008916,7
N0000009770,N0000008916,6
N0000009759,N0000008916,5
N0000009761,N0000008916,4
N0000009762,N0000008916,3
N0000008763,N0000008916,2
N0000008752,N0000008916,1
N0000008916,N0000008916,0
N0000009802,N0000008967,7
N0000009770,N0000008967,6
N0000009759,N0000008967,5
N0000009761,N0000008967,4
N0000009762,N0000008967,3
N0000008763,N0000008967,2
N0000008752,N0000008967,1
N0000008967,N0000008967,0
N0000009802,N0000009455,5
N0000009802,N0000009511,6
N0000009802,N0000009107,7
N0000009802,N0000009488,8
N0000009770,N0000009455,4
N0000009770,N0000009511,5
N0000009770,N0000009107,6
N0000009770,N0000009488,7
N0000009759,N0000009455,3
N0000009759,N0000009511,4
N0000009759,N0000009107,5
N0000009759,N0000009488,6
N0000009761,N0000009455,2
N0000009761,N0000009511,3
N0000009761,N0000009107,4
N0000009761,N0000009488,5
N0000009762,N0000009455,1
N0000009762,N0000009511,2
N0000009762,N0000009107,3
N0000009762,N0000009488,4
N0000009455,N0000009455,0
N0000009455,N0000009511,1
N0000009455,N0000009107,2
N0000009455,N0000009488,3
N0000009511,N0000009511,0
N0000009511,N0000009107,1
N0000009511,N0000009488,2
N0000009107,N0000009107,0
N0000009107,N0000009488,1
N0000009488,N0000009488,0
N0000009802,N0000009683,8
N0000009770,N0000009683,7
N0000009759,N0000009683,6
N0000009761,N0000009683,5
N0000009762,N0000009683,4
N0000009455,N0000009683,3
N0000009511,N0000009683,2
N0000009107,N0000009683,1
N0000009683,N0000009683,0
N0000009802,N0000009311,7
N0000009770,N0000009311,6
N0000009759,N0000009311,5
N0000009761,N0000009311,4
N0000009762,N0000009311,3
N0000009455,N0000009311,2
N0000009511,N0000009311,1
N0000009311,N0000009311,0
N0000009802,N0000009579,7
N0000009770,N0000009579,6
N0000009759,N0000009579,5
N0000009761,N0000009579,4
N0000009762,N0000009579,3
N0000009455,N0000009579,2
N0000009511,N0000009579,1
N0000009579,N0000009579,0
N0000009802,N0000009195,6
N0000009802,N0000009139,7
N0000009770,N0000009195,5
N0000009770,N0000009139,6
N0000009759,N0000009195,4
N0000009759,N0000009139,5
N0000009761,N0000009195,3
N0000009761,N0000009139,4
N0000009762,N0000009195,2
N0000009762,N0000009139,3
N0000009455,N0000009195,1
N0000009455,N0000009139,2
N0000009195,N0000009195,0
N0000009195,N0000009139,1
N0000009139,N0000009139,0
N0000009802,N0000009218,7
N0000009770,N0000009218,6
N0000009759,N0000009218,5
N0000009761,N0000009218,4
N0000009762,N0000009218,3
N0000009455,N0000009218,2
N0000009195,N0000009218,1
N0000009218,N0000009218,0
N0000009802,N0000009241,7
N0000009770,N0000009241,6
N0000009759,N0000009241,5
N0000009761,N0000009241,4
N0000009762,N0000009241,3
N0000009455,N0000009241,2
N0000009195,N0000009241,1
N0000009241,N0000009241,0
N0000009802,N0000009417,7
N0000009770,N0000009417,6
N0000009759,N0000009417,5
N0000009761,N0000009417,4
N0000009762,N0000009417,3
N0000009455,N0000009417,2
N0000009195,N0000009417,1
N0000009417,N0000009417,0
N0000009802,N0000009635,7
N0000009770,N0000009635,6
N0000009759,N0000009635,5
N0000009761,N0000009635,4
N0000009762,N0000009635,3
N0000009455,N0000009635,2
N0000009195,N0000009635,1
N0000009635,N0000009635,0
N0000009802,N0000009444,6
N0000009802,N0000009166,7
N0000009770,N0000009444,5
N0000009770,N0000009166,6
N0000009759,N0000009444,4
N0000009759,N0000009166,5
N0000009761,N0000009444,3
N0000009761,N0000009166,4
N0000009762,N0000009444,2
N0000009762,N0000009166,3
N0000009455,N0000009444,1
N0000009455,N0000009166,2
N0000009444,N0000009444,0
N0000009444,N0000009166,1
N0000009166,N0000009166,0
N0000009802,N0000009608,7
N0000009770,N0000009608,6
N0000009759,N0000009608,5
N0000009761,N0000009608,4
N0000009762,N0000009608,3
N0000009455,N0000009608,2
N0000009444,N0000009608,1
N0000009608,N0000009608,0
N0000009802,N0000009659,7
N0000009770,N0000009659,6
N0000009759,N0000009659,5
N0000009761,N0000009659,4
N0000009762,N0000009659,3
N0000009455,N0000009659,2
N0000009444,N0000009659,1
N0000009659,N0000009659,0
N0000009802,N0000009765,4
N0000009802,N0000008764,5
N0000009802,N0000008820,6
N0000009802,N0000008412,7
N0000009802,N0000008797,8
N0000009770,N0000009765,3
N0000009770,N0000008764,4
N0000009770,N0000008820,5
N0000009770,N0000008412,6
N0000009770,N0000008797,7
N0000009759,N0000009765,2
N0000009759,N0000008764,3
N0000009759,N0000008820,4
N0000009759,N0000008412,5
N0000009759,N0000008797,6
N0000009761,N0000009765,1
N0000009761,N0000008764,2
N0000009761,N0000008820,3
N0000009761,N0000008412,4
N0000009761,N0000008797,5
N0000009765,N0000009765,0
N0000009765,N0000008764,1
N0000009765,N0000008820,2
N0000009765,N0000008412,3
N0000009765,N0000008797,4
N0000008764,N0000008764,0
N0000008764,N0000008820,1
N0000008764,N0000008412,2
N0000008764,N0000008797,3
N0000008820,N0000008820,0
N0000008820,N0000008412,1
N0000008820,N0000008797,2
N0000008412,N0000008412,0
N0000008412,N0000008797,1
N0000008797,N0000008797,0
N0000009802,N0000008992,8
N0000009770,N0000008992,7
N0000009759,N0000008992,6
N0000009761,N0000008992,5
N0000009765,N0000008992,4
N0000008764,N0000008992,3
N0000008820,N0000008992,2
N0000008412,N0000008992,1
N0000008992,N0000008992,0
N0000009802,N0000008618,7
N0000009770,N0000008618,6
N0000009759,N0000008618,5
N0000009761,N0000008618,4
N0000009765,N0000008618,3
N0000008764,N0000008618,2
N0000008820,N0000008618,1
N0000008618,N0000008618,0
N0000009802,N0000008888,7
N0000009770,N0000008888,6
N0000009759,N0000008888,5
N0000009761,N0000008888,4
N0000009765,N0000008888,3
N0000008764,N0000008888,2
N0000008820,N0000008888,1
N0000008888,N0000008888,0
N0000009802,N0000008500,6
N0000009802,N0000008444,7
N0000009770,N0000008500,5
N0000009770,N0000008444,6
N0000009759,N0000008500,4
N0000009759,N0000008444,5
N0000009761,N0000008500,3
N0000009761,N0000008444,4
N0000009765,N0000008500,2
N0000009765,N0000008444,3
N0000008764,N0000008500,1
N0000008764,N0000008444,2
N0000008500,N0000008500,0
N0000008500,N0000008444,1
N0000008444,N0000008444,0
N0000009802,N0000008523,7
N0000009770,N0000008523,6
N0000009759,N0000008523,5
N0000009761,N0000008523,4
N0000009765,N0000008523,3
N0000008764,N0000008523,2
N0000008500,N0000008523,1
N0000008523,N0000008523,0
N0000009802,N0000008546,7
N0000009770,N0000008546,6
N0000009759,N0000008546,5
N0000009761,N0000008546,4
N0000009765,N0000008546,3
N0000008764,N0000008546,2
N0000008500,N0000008546,1
N0000008546,N0000008546,0
N0000009802,N0000008726,7
N0000009770,N0000008726,6
N0000009759,N0000008726,5
N0000009761,N0000008726,4
N0000009765,N0000008726,3
N0000008764,N0000008726,2
N0000008500,N0000008726,1
N0000008726,N0000008726,0
N0000009802,N0000008944,7
N0000009770,N0000008944,6
N0000009759,N0000008944,5
N0000009761,N0000008944,4
N0000009765,N0000008944,3
N0000008764,N0000008944,2
N0000008500,N0000008944,1
N0000008944,N0000008944,0
N0000009802,N0000008753,6
N0000009802,N0000008471,7
N0000009770,N0000008753,5
N0000009770,N0000008471,6
N0000009759,N0000008753,4
N0000009759,N0000008471,5
N0000009761,N0000008753,3
N0000009761,N0000008471,4
N0000009765,N0000008753,2
N0000009765,N0000008471,3
N0000008764,N0000008753,1
N0000008764,N0000008471,2
N0000008753,N0000008753,0
N0000008753,N0000008471,1
N0000008471,N0000008471,0
N0000009802,N0000008917,7
N0000009770,N0000008917,6
N0000009759,N0000008917,5
N0000009761,N0000008917,4
N0000009765,N0000008917,3
N0000008764,N0000008917,2
N0000008753,N0000008917,1
N0000008917,N0000008917,0
N0000009802,N0000008968,7
N0000009770,N0000008968,6
N0000009759,N0000008968,5
N0000009761,N0000008968,4
N0000009765,N0000008968,3
N0000008764,N0000008968,2
N0000008753,N0000008968,1
N0000008968,N0000008968,0
N0000009802,N0000009456,5
N0000009802,N0000009512,6
N0000009802,N0000009108,7
N0000009802,N0000009489,8
N0000009770,N0000009456,4
N0000009770,N0000009512,5
N0000009770,N0000009108,6
N0000009770,N0000009489,7
N0000009759,N0000009456,3
N0000009759,N0000009512,4
N0000009759,N0000009108,5
N0000009759,N0000009489,6
N0000009761,N0000009456,2
N0000009761,N0000009512,3
N0000009761,N0000009108,4
N0000009761,N0000009489,5
N0000009765,N0000009456,1
N0000009765,N0000009512,2
N0000009765,N0000009108,3
N0000009765,N0000009489,4
N0000009456,N0000009456,0
N0000009456,N0000009512,1
N0000009456,N0000009108,2
N0000009456,N0000009489,3
N0000009512,N0000009512,0
N0000009512,N0000009108,1
N0000009512,N0000009489,2
N0000009108,N0000009108,0
N0000009108,N0000009489,1
N0000009489,N0000009489,0
N0000009802,N0000009684,8
N0000009770,N0000009684,7
N0000009759,N0000009684,6
N0000009761,N0000009684,5
N0000009765,N0000009684,4
N0000009456,N0000009684,3
N0000009512,N0000009684,2
N0000009108,N0000009684,1
N0000009684,N0000009684,0
N0000009802,N0000009312,7
N0000009770,N0000009312,6
N0000009759,N0000009312,5
N0000009761,N0000009312,4
N0000009765,N0000009312,3
N0000009456,N0000009312,2
N0000009512,N0000009312,1
N0000009312,N0000009312,0
N0000009802,N0000009580,7
N0000009770,N0000009580,6
N0000009759,N0000009580,5
N0000009761,N0000009580,4
N0000009765,N0000009580,3
N0000009456,N0000009580,2
N0000009512,N0000009580,1
N0000009580,N0000009580,0
N0000009802,N0000009196,6
N0000009802,N0000009140,7
N0000009770,N0000009196,5
N0000009770,N0000009140,6
N0000009759,N0000009196,4
N0000009759,N0000009140,5
N0000009761,N0000009196,3
N0000009761,N0000009140,4
N0000009765,N0000009196,2
N0000009765,N0000009140,3
N0000009456,N0000009196,1
N0000009456,N0000009140,2
N0000009196,N0000009196,0
N0000009196,N0000009140,1
N0000009140,N0000009140,0
N0000009802,N0000009219,7
N0000009770,N0000009219,6
N0000009759,N0000009219,5
N0000009761,N0000009219,4
N0000009765,N0000009219,3
N0000009456,N0000009219,2
N0000009196,N0000009219,1
N0000009219,N0000009219,0
N0000009802,N0000009242,7
N0000009770,N0000009242,6
N0000009759,N0000009242,5
N0000009761,N0000009242,4
N0000009765,N0000009242,3
N0000009456,N0000009242,2
N0000009196,N0000009242,1
N0000009242,N0000009242,0
N0000009802,N0000009418,7
N0000009770,N0000009418,6
N0000009759,N0000009418,5
N0000009761,N0000009418,4
N0000009765,N0000009418,3
N0000009456,N0000009418,2
N0000009196,N0000009418,1
N0000009418,N0000009418,0
N0000009802,N0000009636,7
N0000009770,N0000009636,6
N0000009759,N0000009636,5
N0000009761,N0000009636,4
N0000009765,N0000009636,3
N0000009456,N0000009636,2
N0000009196,N0000009636,1
N0000009636,N0000009636,0
N0000009802,N0000009445,6
N0000009802,N0000009167,7
N0000009770,N0000009445,5
N0000009770,N0000009167,6
N0000009759,N0000009445,4
N0000009759,N0000009167,5
N0000009761,N0000009445,3
N0000009761,N0000009167,4
N0000009765,N0000009445,2
N0000009765,N0000009167,3
N0000009456,N0000009445,1
N0000009456,N0000009167,2
N0000009445,N0000009445,0
N0000009445,N0000009167,1
N0000009167,N0000009167,0
N0000009802,N0000009609,7
N0000009770,N0000009609,6
N0000009759,N0000009609,5
N0000009761,N0000009609,4
N0000009765,N0000009609,3
N0000009456,N0000009609,2
N0000009445,N0000009609,1
N0000009609,N0000009609,0
N0000009802,N0000009660,7
N0000009770,N0000009660,6
N0000009759,N0000009660,5
N0000009761,N0000009660,4
N0000009765,N0000009660,3
N0000009456,N0000009660,2
N0000009445,N0000009660,1
N0000009660,N0000009660,0
N0000009802,N0000009844,4
N0000009802,N0000008893,5
N0000009802,N0000008822,6
N0000009802,N0000008414,7
N0000009802,N0000008799,8
N0000009770,N0000009844,3
N0000009770,N0000008893,4
N0000009770,N0000008822,5
N0000009770,N0000008414,6
N0000009770,N0000008799,7
N0000009759,N0000009844,2
N0000009759,N0000008893,3
N0000009759,N0000008822,4
N0000009759,N0000008414,5
N0000009759,N0000008799,6
N0000009761,N0000009844,1
N0000009761,N0000008893,2
N0000009761,N0000008822,3
N0000009761,N0000008414,4
N0000009761,N0000008799,5
N0000009844,N0000009844,0
N0000009844,N0000008893,1
N0000009844,N0000008822,2
N0000009844,N0000008414,3
N0000009844,N0000008799,4
N0000008893,N0000008893,0
N0000008893,N0000008822,1
N0000008893,N0000008414,2
N0000008893,N0000008799,3
N0000008822,N0000008822,0
N0000008822,N0000008414,1
N0000008822,N0000008799,2
N0000008414,N0000008414,0
N0000008414,N0000008799,1
N0000008799,N0000008799,0
N0000009802,N0000008994,8
N0000009770,N0000008994,7
N0000009759,N0000008994,6
N0000009761,N0000008994,5
N0000009844,N0000008994,4
N0000008893,N0000008994,3
N0000008822,N0000008994,2
N0000008414,N0000008994,1
N0000008994,N0000008994,0
N0000009802,N0000008620,7
N0000009770,N0000008620,6
N0000009759,N0000008620,5
N0000009761,N0000008620,4
N0000009844,N0000008620,3
N0000008893,N0000008620,2
N0000008822,N0000008620,1
N0000008620,N0000008620,0
N0000009802,N0000008890,7
N0000009770,N0000008890,6
N0000009759,N0000008890,5
N0000009761,N0000008890,4
N0000009844,N0000008890,3
N0000008893,N0000008890,2
N0000008822,N0000008890,1
N0000008890,N0000008890,0
N0000009802,N0000008502,6
N0000009802,N0000008446,7
N0000009770,N0000008502,5
N0000009770,N0000008446,6
N0000009759,N0000008502,4
N0000009759,N0000008446,5
N0000009761,N0000008502,3
N0000009761,N0000008446,4
N0000009844,N0000008502,2
N0000009844,N0000008446,3
N0000008893,N0000008502,1
N0000008893,N0000008446,2
N0000008502,N0000008502,0
N0000008502,N0000008446,1
N0000008446,N0000008446,0
N0000009802,N0000008525,7
N0000009770,N0000008525,6
N0000009759,N0000008525,5
N0000009761,N0000008525,4
N0000009844,N0000008525,3
N0000008893,N0000008525,2
N0000008502,N0000008525,1
N0000008525,N0000008525,0
N0000009802,N0000008548,7
N0000009770,N0000008548,6
N0000009759,N0000008548,5
N0000009761,N0000008548,4
N0000009844,N0000008548,3
N0000008893,N0000008548,2
N0000008502,N0000008548,1
N0000008548,N0000008548,0
N0000009802,N0000008728,7
N0000009770,N0000008728,6
N0000009759,N0000008728,5
N0000009761,N0000008728,4
N0000009844,N0000008728,3
N0000008893,N0000008728,2
N0000008502,N0000008728,1
N0000008728,N0000008728,0
N0000009802,N0000008946,7
N0000009770,N0000008946,6
N0000009759,N0000008946,5
N0000009761,N0000008946,4
N0000009844,N0000008946,3
N0000008893,N0000008946,2
N0000008502,N0000008946,1
N0000008946,N0000008946,0
N0000009802,N0000008755,6
N0000009802,N0000008473,7
N0000009770,N0000008755,5
N0000009770,N0000008473,6
N0000009759,N0000008755,4
N0000009759,N0000008473,5
N0000009761,N0000008755,3
N0000009761,N0000008473,4
N0000009844,N0000008755,2
N0000009844,N0000008473,3
N0000008893,N0000008755,1
N0000008893,N0000008473,2
N0000008755,N0000008755,0
N0000008755,N0000008473,1
N0000008473,N0000008473,0
N0000009802,N0000008919,7
N0000009770,N0000008919,6
N0000009759,N0000008919,5
N0000009761,N0000008919,4
N0000009844,N0000008919,3
N0000008893,N0000008919,2
N0000008755,N0000008919,1
N0000008919,N0000008919,0
N0000009802,N0000008970,7
N0000009770,N0000008970,6
N0000009759,N0000008970,5
N0000009761,N0000008970,4
N0000009844,N0000008970,3
N0000008893,N0000008970,2
N0000008755,N0000008970,1
N0000008970,N0000008970,0
N0000009802,N0000009585,5
N0000009802,N0000009514,6
N0000009802,N0000009110,7
N0000009802,N0000009491,8
N0000009770,N0000009585,4
N0000009770,N0000009514,5
N0000009770,N0000009110,6
N0000009770,N0000009491,7
N0000009759,N0000009585,3
N0000009759,N0000009514,4
N0000009759,N0000009110,5
N0000009759,N0000009491,6
N0000009761,N0000009585,2
N0000009761,N0000009514,3
N0000009761,N0000009110,4
N0000009761,N0000009491,5
N0000009844,N0000009585,1
N0000009844,N0000009514,2
N0000009844,N0000009110,3
N0000009844,N0000009491,4
N0000009585,N0000009585,0
N0000009585,N0000009514,1
N0000009585,N0000009110,2
