ancestor_concept_code,descendant_concept_code,min_levels_of_separation,max_levels_of_separation
N0000193898,N0000184144,2,2
N0000193898,N0000184170,3,3
N0000193898,N0000184171,3,3
N0000193898,N0000184172,3,3
N0000193898,N0000185500,2,2
N0000193898,N0000185502,3,3
N0000193898,N0000190483,2,2
N0000193898,N0000190485,2,2
N0000193898,N0000190858,3,3
N0000193898,N0000191001,2,2
N0000193898,N0000191009,3,3
N0000193898,N0000191257,3,3
N0000193898,N0000191279,2,2
N0000193898,N0000191493,3,3
N0000193898,N0000191623,2,2
N0000193898,N0000191728,3,3
N0000193898,N0000191731,3,3
N0000193898,N0000191870,2,2
N0000193898,N0000192750,3,3
N0000193898,N0000193303,2,2
N0000193898,N0000193615,2,2
N0000193898,N0000193788,3,3
N0000193898,N0000193800,3,3
N0000193898,N0000193852,2,2
N0000193898,N0000193896,1,1
N0000193898,N0000193897,1,1
N0000193898,N0000193898,0,0
N0000193898,N0000193907,2,2
N0000193898,N0000193913,2,2
N0000193898,N0000193930,2,2
N0000193898,N0000193935,2,2
N0000193898,N0000193938,2,2
N0000193898,N0000193946,3,3
N0000193898,N0000193948,4,4
N0000193898,N0000193976,3,3
N0000193899,N0000185003,1,1
N0000193899,N0000185004,1,1
N0000193899,N0000185005,1,1
N0000193899,N0000185021,2,2
N0000193899,N0000185363,1,1
N0000193899,N0000185364,1,1
N0000193899,N0000185365,1,1
N0000193899,N0000185366,2,2
N0000193899,N0000185368,1,1
N0000193899,N0000185373,1,1
N0000193899,N0000185375,1,1
N0000193899,N0000185376,2,2
N0000193899,N0000193899,0,0
N0000193900,N0000175525,1,1
N0000193900,N0000175573,1,1
N0000193900,N0000175574,1,1
N0000193900,N0000175781,1,1
N0000193900,N0000175784,1,1
N0000193900,N0000175811,1,1
N0000193900,N0000175812,1,1
N0000193900,N0000178372,1,1
N0000193900,N0000178374,1,1
N0000193900,N0000180854,1,1
N0000193900,N0000185500,1,1
N0000193900,N0000190853,1,1
N0000193900,N0000191621,1,1
N0000193900,N0000193900,0,0
N0000193900,N0000193957,1,1
N0000193901,N0000175474,1,1
N0000193901,N0000175476,1,1
N0000193901,N0000175518,1,1
N0000193901,N0000175526,1,1
N0000193901,N0000175575,1,1
N0000193901,N0000175578,1,1
N0000193901,N0000175586,1,1
N0000193901,N0000175634,1,1
N0000193901,N0000175637,1,1
N0000193901,N0000175638,1,1
N0000193901,N0000175665,1,1
N0000193901,N0000175895,1,1
N0000193901,N0000175916,1,1
N0000193901,N0000175966,1,1
N0000193901,N0000175973,1,1
N0000193901,N0000175980,1,1
N0000193901,N0000175983,1,1
N0000193901,N0000178326,1,1
N0000193901,N0000184166,1,1
N0000193901,N0000184167,1,1
N0000193901,N0000184168,1,1
N0000193901,N0000184169,1,1
N0000193901,N0000184170,1,1
N0000193901,N0000184174,1,1
N0000193901,N0000184175,1,1
N0000193901,N0000190996,2,2
N0000193901,N0000193901,0,0
N0000193902,N0000175457,1,1
N0000193902,N0000175521,1,1
N0000193902,N0000175541,1,1
N0000193902,N0000175571,1,1
N0000193902,N0000175575,1,1
N0000193902,N0000175613,1,1
N0000193902,N0000175622,2,2
N0000193902,N0000175625,1,1
N0000193902,N0000175657,1,1
N0000193902,N0000175667,1,1
N0000193902,N0000175747,1,1
N0000193902,N0000175794,1,1
N0000193902,N0000178326,1,1
N0000193902,N0000181816,1,1
N0000193902,N0000182159,1,1
N0000193902,N0000182637,1,1
N0000193902,N0000182830,1,1
N0000193902,N0000182967,1,1
N0000193902,N0000183906,1,1
N0000193902,N0000184163,1,1
N0000193902,N0000184164,1,1
N0000193902,N0000184165,2,2
N0000193902,N0000184997,1,1
N0000193902,N0000185502,1,1
N0000193902,N0000190480,2,2
N0000193902,N0000191006,2,2
N0000193902,N0000191260,1,1
N0000193902,N0000191495,2,2
N0000193902,N0000191625,1,1
N0000193902,N0000191872,2,2
N0000193902,N0000192338,1,1
N0000193902,N0000192515,1,1
N0000193902,N0000192797,2,2
N0000193902,N0000192799,2,2
N0000193902,N0000193276,2,2
N0000193902,N0000193338,1,1
N0000193902,N0000193342,2,2
N0000193902,N0000193546,1,1
N0000193902,N0000193549,1,1
N0000193902,N0000193617,1,1
N0000193902,N0000193806,1,1
N0000193902,N0000193856,1,1
N0000193902,N0000193863,1,1
N0000193902,N0000193902,0,0
N0000193902,N0000193903,1,1
N0000193903,N0000175622,1,1
N0000193903,N0000190480,1,1
N0000193903,N0000191006,1,1
N0000193903,N0000191495,1,1
N0000193903,N0000191872,1,1
N0000193903,N0000192797,1,1
N0000193903,N0000192799,1,1
N0000193903,N0000193276,1,1
N0000193903,N0000193342,1,1
N0000193903,N0000193903,0,0
N0000193904,N0000175418,1,1
N0000193904,N0000175421,2,2
N0000193904,N0000175525,1,1
N0000193904,N0000175566,2,2
N0000193904,N0000175573,1,1
N0000193904,N0000175641,1,1
N0000193904,N0000175680,1,1
N0000193904,N0000175694,1,1
N0000193904,N0000175697,2,2
N0000193904,N0000175705,2,2
N0000193904,N0000175706,1,1
N0000193904,N0000175719,2,2
N0000193904,N0000175720,2,2
N0000193904,N0000175745,1,1
N0000193904,N0000175759,1,1
N0000193904,N0000181821,1,1
N0000193904,N0000183360,2,2
N0000193904,N0000184146,1,1
N0000193904,N0000186106,1,1
N0000193904,N0000191544,1,1
N0000193904,N0000192795,1,1
N0000193904,N0000193892,1,1
N0000193904,N0000193904,0,0
N0000193904,N0000193962,1,1
N0000193905,N0000175423,2,2
N0000193905,N0000175425,2,2
N0000193905,N0000175430,1,1
N0000193905,N0000175552,3,3
N0000193905,N0000175553,1,1
N0000193905,N0000175554,4,4
N0000193905,N0000175555,3,3
N0000193905,N0000175556,1,1
N0000193905,N0000175570,2,2
N0000193905,N0000175574,1,1
N0000193905,N0000175580,1,1
N0000193905,N0000175680,1,1
N0000193905,N0000175688,2,2
N0000193905,N0000175689,2,2
N0000193905,N0000175690,1,1
N0000193905,N0000175692,1,1
N0000193905,N0000175694,1,1
N0000193905,N0000175695,1,1
N0000193905,N0000175696,1,1
N0000193905,N0000175697,1,1
N0000193905,N0000175700,1,1
N0000193905,N0000175705,2,2
N0000193905,N0000175706,1,1
N0000193905,N0000175723,1,1
N0000193905,N0000175739,1,1
N0000193905,N0000175742,1,1
N0000193905,N0000175743,1,1
N0000193905,N0000175744,1,1
N0000193905,N0000175745,1,1
N0000193905,N0000175746,1,1
N0000193905,N0000175749,1,1
N0000193905,N0000175751,1,1
N0000193905,N0000175752,1,1
N0000193905,N0000175753,1,1
N0000193905,N0000175758,1,1
N0000193905,N0000175762,2,2
N0000193905,N0000175765,1,1
N0000193905,N0000175766,1,1
N0000193905,N0000175767,1,1
N0000193905,N0000175768,1,1
N0000193905,N0000175769,2,2
N0000193905,N0000175771,1,1
N0000193905,N0000175772,1,1
N0000193905,N0000175779,4,4
N0000193905,N0000175782,1,1
N0000193905,N0000175800,1,1
N0000193905,N0000175815,1,1
N0000193905,N0000175818,1,1
N0000193905,N0000175827,1,1
N0000193905,N0000175840,1,1
N0000193905,N0000175883,2,2
N0000193905,N0000175884,1,1
N0000193905,N0000180182,1,1
N0000193905,N0000180855,1,1
N0000193905,N0000182149,1,1
N0000193905,N0000185008,4,4
N0000193905,N0000185010,1,1
N0000193905,N0000186105,4,4
N0000193905,N0000190856,1,1
N0000193905,N0000192563,2,2
N0000193905,N0000193905,0,0
N0000193905,N0000193910,1,1
N0000193906,N0000175413,1,1
N0000193906,N0000175414,3,3
N0000193906,N0000175461,2,2
N0000193906,N0000175462,2,2
N0000193906,N0000175463,2,2
N0000193906,N0000175468,2,2
N0000193906,N0000175470,2,2
N0000193906,N0000175515,2,2
N0000193906,N0000175558,1,1
N0000193906,N0000175584,2,2
N0000193906,N0000175588,1,1
N0000193906,N0000175592,1,1
N0000193906,N0000175595,2,2
N0000193906,N0000175609,2,2
N0000193906,N0000175612,2,2
N0000193906,N0000175613,3,3
N0000193906,N0000175656,2,2
N0000193906,N0000175712,3,3
N0000193906,N0000175848,2,2
N0000193906,N0000180187,2,2
N0000193906,N0000180188,2,2
N0000193906,N0000180853,2,2
N0000193906,N0000185502,2,2
N0000193906,N0000191257,2,2
N0000193906,N0000191493,2,2
N0000193906,N0000191626,1,1
N0000193906,N0000191809,1,1
N0000193906,N0000193222,1,1
N0000193906,N0000193800,2,2
N0000193906,N0000193848,1,1
N0000193906,N0000193849,2,2
N0000193906,N0000193906,0,0
N0000193906,N0000193907,1,1
N0000193906,N0000193911,1,1
N0000193906,N0000193946,2,2
N0000193906,N0000193948,3,3
N0000193907,N0000175414,2,2
N0000193907,N0000175461,1,1
N0000193907,N0000175462,1,1
N0000193907,N0000175463,1,1
N0000193907,N0000175468,1,1
N0000193907,N0000175470,1,1
N0000193907,N0000175515,1,1
N0000193907,N0000175584,1,1
N0000193907,N0000175595,1,1
N0000193907,N0000175609,1,1
N0000193907,N0000175613,2,2
N0000193907,N0000175656,1,1
N0000193907,N0000175712,2,2
N0000193907,N0000180187,1,1
N0000193907,N0000180188,1,1
N0000193907,N0000180853,1,1
N0000193907,N0000185502,1,1
N0000193907,N0000191257,1,1
N0000193907,N0000191493,1,1
N0000193907,N0000193800,1,1
N0000193907,N0000193907,0,0
N0000193907,N0000193946,1,1
N0000193907,N0000193948,2,2
N0000193908,N0000175473,1,1
N0000193908,N0000175522,2,2
N0000193908,N0000175530,1,1
N0000193908,N0000175535,1,1
N0000193908,N0000175536,1,1
N0000193908,N0000175540,1,1
N0000193908,N0000175558,1,1
N0000193908,N0000175567,2,2
N0000193908,N0000175597,1,1
N0000193908,N0000175776,1,1
N0000193908,N0000175778,1,1
N0000193908,N0000175805,1,1
N0000193908,N0000175807,1,1
N0000193908,N0000175810,1,1
N0000193908,N0000175811,1,1
N0000193908,N0000175814,1,1
N0000193908,N0000175831,1,1
N0000193908,N0000175835,1,1
N0000193908,N0000175864,1,1
N0000193908,N0000175866,1,1
N0000193908,N0000175872,1,1
N0000193908,N0000175896,1,1
N0000193908,N0000175898,1,1
N0000193908,N0000175963,2,2
N0000193908,N0000175983,1,1
N0000193908,N0000175984,1,1
N0000193908,N0000177914,1,1
N0000193908,N0000178378,1,1
N0000193908,N0000180184,1,1
N0000193908,N0000180185,1,1
N0000193908,N0000180292,1,1
N0000193908,N0000183362,1,1
N0000193908,N0000184174,1,1
N0000193908,N0000184175,1,1
N0000193908,N0000187051,1,1
N0000193908,N0000187053,2,2
N0000193908,N0000192516,1,1
N0000193908,N0000192801,1,1
N0000193908,N0000193908,0,0
N0000193909,N0000175623,1,1
N0000193909,N0000175630,1,1
N0000193909,N0000175716,1,1
N0000193909,N0000175750,1,1
N0000193909,N0000175776,1,1
N0000193909,N0000175777,1,1
N0000193909,N0000175778,1,1
N0000193909,N0000175796,1,1
N0000193909,N0000184146,1,1
N0000193909,N0000193909,0,0
N0000193909,N0000193956,1,1
N0000193910,N0000175423,1,1
N0000193910,N0000175425,1,1
N0000193910,N0000175552,2,2
N0000193910,N0000175554,3,3
N0000193910,N0000175555,2,2
N0000193910,N0000175570,1,1
N0000193910,N0000175769,1,1
N0000193910,N0000175779,3,3
N0000193910,N0000175883,1,1
N0000193910,N0000185008,3,3
N0000193910,N0000186105,3,3
N0000193910,N0000192563,1,1
N0000193910,N0000193910,0,0
N0000193911,N0000175612,1,1
N0000193911,N0000175848,1,1
N0000193911,N0000193911,0,0
N0000193912,N0000183887,1,1
N0000193912,N0000183888,1,1
N0000193912,N0000183889,1,1
N0000193912,N0000183890,1,1
N0000193912,N0000183891,1,1
N0000193912,N0000183892,1,1
N0000193912,N0000183893,1,1
N0000193912,N0000183894,1,1
N0000193912,N0000183895,1,1
N0000193912,N0000183896,1,1
N0000193912,N0000183897,1,1
N0000193912,N0000183898,1,1
N0000193912,N0000183899,1,1
N0000193912,N0000183900,1,1
N0000193912,N0000183901,1,1
N0000193912,N0000183903,1,1
N0000193912,N0000183904,1,1
N0000193912,N0000183905,1,1
N0000193912,N0000183907,1,1
N0000193912,N0000183908,1,1
N0000193912,N0000183909,1,1
N0000193912,N0000183910,1,1
N0000193912,N0000183911,1,1
N0000193912,N0000183912,1,1
N0000193912,N0000183913,1,1
N0000193912,N0000183914,1,1
N0000193912,N0000183916,1,1
N0000193912,N0000183917,1,1
N0000193912,N0000183918,1,1
N0000193912,N0000193912,0,0
N0000193913,N0000193913,0,0
N0000193915,N0000193915,0,0
N0000193917,N0000193917,0,0
N0000193919,N0000193919,0,0
N0000193926,N0000193926,0,0
N0000193930,N0000193930,0,0
N0000193935,N0000193935,0,0
N0000193938,N0000193938,0,0
N0000193940,N0000193940,0,0
N0000193946,N0000193946,0,0
N0000193946,N0000193948,1,1
N0000193948,N0000193948,0,0
N0000193949,N0000175612,1,1
N0000193949,N0000193949,0,0
N0000193951,N0000193951,0,0
N0000193952,N0000193952,0,0
N0000193956,N0000193956,0,0
N0000193957,N0000193957,0,0
N0000193962,N0000175719,1,1
N0000193962,N0000175720,1,1
N0000193962,N0000193962,0,0
N0000193963,N0000193963,0,0
N0000193966,N0000193966,0,0
N0000193967,N0000193967,0,0
N0000193969,N0000193969,0,0
N0000193969,N0000193970,1,1
N0000193970,N0000193970,0,0
N0000193971,N0000193971,0,0
N0000193973,N0000193973,0,0
N0000193976,N0000193976,0,0
